 Chunk         Ties       Losses         Wins        Total
     0      2699410      1662498     49692092     54054000
     1      1667543       692471     51693986     54054000
     2      2071901      1801524     50180575     54054000
     3      2449214      4197699     47407087     54054000
     4      1955860      1510160     50587980     54054000
     5      2595014      1666055     49792931     54054000
     6      1985996       578543     51489461     54054000
     7      2441650      3024320     48588030     54054000
     8      4071253      3176386     46806361     54054000
     9      4204021      2744074     47105905     54054000
    10      2676686      3716951     47660363     54054000
    11      2252755      1313647     50487598     54054000
    12      2196624      1121621     50735755     54054000
    13      3007977       950468     50095555     54054000
    14      3221182      1300797     49532021     54054000
    15      1861648      1027307     51165045     54054000
    16      2135559      1786556     50131885     54054000
    17      2440788      1218194     50395018     54054000
    18      4015232      2589103     47449665     54054000
    19      4479522      1837989     47736489     54054000
    20      5161354      3219857     45672789     54054000
    21      7124453      2574378     44355169     54054000
    22      5500132      2833176     45720692     54054000
    23      3950236      2731489     47372275     54054000
    24      4815959      1835221     47402820     54054000
    25      4937275      2597506     46519219     54054000
    26      2500743      1587448     49965809     54054000
    27      2641670       900190     50512140     54054000
    28      2221997      1165274     50666729     54054000
    29      3166336       953230     49934434     54054000
    30      2852283       788248     50413469     54054000
    31      2361342       674040     51018618     54054000
    32      5831613       976233     47246154     54054000
    33      3811767       880424     49361809     54054000
    34      2608842       866083     50579075     54054000
    35      2262920      2066470     49724610     54054000
    36      2182887      1059056     50812057     54054000
    37      3658359      2102637     48293004     54054000
    38      3244304      1836591     48973105     54054000
    39      2381841       649608     51022551     54054000
    40      2662728      1122326     50268946     54054000
    41      4839157      1654471     47560372     54054000
    42      5601383      2027147     46425470     54054000
    43      4229357      1282358     48542285     54054000
    44      4943268      1694754     47415978     54054000
    45      5111452      3153763     45788785     54054000
    46      7050487      2476407     44527106     54054000
    47      5983442      2302164     45768394     54054000
    48      6173172      1555316     46325512     54054000
    49     10927821      2675209     40450970     54054000
    50      9394382      2506576     42153042     54054000
    51      4290336      1433392     48330272     54054000
    52      4149919      2554400     47349681     54054000
    53      5996101      2641730     45416169     54054000
    54      4187784      1248336     48617880     54054000
    55      4228168      1289797     48536035     54054000
    56     10391516      2633466     41029018     54054000
    57      5727531      1526404     46800065     54054000
    58      2023208       944002     51086790     54054000
    59      3180590       997349     49876061     54054000
    60      4585638      1293674     48174688     54054000
    61      2957010       934091     50162899     54054000
    62      2332963      1676619     50044418     54054000
    63      3283611      1596975     49173414     54054000
    64      2930068      1212891     49911041     54054000
    65      2544388       963581     50546031     54054000
    66      5698134      1762128     46593738     54054000
    67      3928588      1506652     48618760     54054000
    68      3151245       339370     50563385     54054000
    69      2890214       966798     50196988     54054000
    70      4069704       777970     49206326     54054000
    71      6019093      1707620     46327287     54054000
    72      6887108      1808481     45358411     54054000
    73      6340588      1480707     46232705     54054000
    74      3619673      1303864     49130463     54054000
    75      2022078      1033858     50998064     54054000
    76      2134114      2986480     48933406     54054000
    77      2121743      1001883     50930374     54054000
    78      4003655      2822015     47228330     54054000
    79      2732187      2048628     49273185     54054000
    80      3001887      1012228     50039885     54054000
    81      2579075      1602974     49871951     54054000
    82      5677180      2485476     45891344     54054000
    83      4834249      2372008     46847743     54054000
    84      4022271      1884979     48146750     54054000
    85      2787235       729911     50536854     54054000
    86      3872219       644557     49537224     54054000
    87      2913316      1186280     49954404     54054000
    88      3554685      1429657     49069658     54054000
    89      5023240      1884486     47146274     54054000
    90      6716520      2475941     44861539     54054000
    91      8521810      2514629     43017561     54054000
    92      4649871      2301217     47102912     54054000
    93      6753674      1836306     45464020     54054000
    94      3096761      1155739     49801500     54054000
    95      4231630      3354276     46468094     54054000
    96      4095022      5148735     44810243     54054000
    97      4960201      4674382     44419417     54054000
    98      4718484      3726913     45608603     54054000
    99      4587506      3088806     46377688     54054000
   100      7140980      4891554     42021466     54054000
   101      6595493      4400270     43058237     54054000
   102      4821863      1848721     47383416     54054000
   103      5070299      2459145     46524556     54054000
   104      4220246      3076987     46756767     54054000
   105      6029251      3944117     44080632     54054000
   106      9449048      5301117     39303835     54054000
   107      9680967      4477320     39895713     54054000
   108      6252674      3398652     44402674     54054000
   109      3774678      3957839     46321483     54054000
   110      4485266      3464437     46104297     54054000
   111      6032975      5443173     42577852     54054000
   112      5241650      2095210     46717140     54054000
   113      4670018      2991659     46392323     54054000
   114      9896320      5067543     39090137     54054000
