 Chunk         Ties       Losses         Wins        Total
     0      1811066      1962534     50280400     54054000
     1      1171681       881513     52000806     54054000
     2      1378985      2095035     50579980     54054000
     3      1613838      4687829     47752333     54054000
     4      1362730      1655932     51035338     54054000
     5      1791848      1939749     50322403     54054000
     6      1424465       735921     51893614     54054000
     7      1605577      3411809     49036614     54054000
     8      2694313      3999832     47359855     54054000
     9      2885229      3553810     47614961     54054000
    10      1673161      4331009     48049830     54054000
    11      1567729      1457286     51028985     54054000
    12      1522143      1246687     51285170     54054000
    13      2137494      1144290     50772216     54054000
    14      2267981      1552063     50233956     54054000
    15      1324987      1162477     51566536     54054000
    16      1464704      1979208     50610088     54054000
    17      1677050      1402311     50974639     54054000
    18      2760740      3163894     48129366     54054000
    19      3217207      2464428     48372365     54054000
    20      3799444      3978041     46276515     54054000
    21      5321090      3519160     45213750     54054000
    22      3878620      3916886     46258494     54054000
    23      2739257      3472801     47841942     54054000
    24      3552270      2498740     48002990     54054000
    25      3345341      3659539     47049120     54054000
    26      1651905      2178911     50223184     54054000
    27      1819068      1140168     51094764     54054000
    28      1543483      1304659     51205858     54054000
    29      2275984      1155675     50622341     54054000
    30      1956584       945069     51152347     54054000
    31      1588342       769489     51696169     54054000
    32      4471226      1317349     48265425     54054000
    33      2857429      1196147     50000424     54054000
    34      1828760      1024315     51200925     54054000
    35      1567960      2322969     50163071     54054000
    36      1522410      1150831     51380759     54054000
    37      2537942      2475090     49040968     54054000
    38      2274489      2211963     49567548     54054000
    39      1617012       723037     51713951     54054000
    40      1794039      1253436     51006525     54054000
    41      3623034      2030436     48400530     54054000
    42      4070761      2658926     47324313     54054000
    43      3066107      1758060     49229833     54054000
    44      3674935      2274230     48104835     54054000
    45      3786964      3837787     46429249     54054000
    46      5374315      3345096     45334589     54054000
    47      4462862      2976786     46614352     54054000
    48      4847577      1922256     47284167     54054000
    49      8508900      3994808     41550292     54054000
    50      7132185      3996747     42925068     54054000
    51      3125855      2056252     48871893     54054000
    52      2968856      3131008     47954136     54054000
    53      4314661      3624468     46114871     54054000
    54      3136619      1606430     49310951     54054000
    55      3156601      1629676     49267723     54054000
    56      8239402      4025190     41789408     54054000
    57      4068400      2557960     47427640     54054000
    58      1432228      1295737     51326035     54054000
    59      2271080      1512309     50270611     54054000
    60      3360844      2163048     48530108     54054000
    61      2035773      1335063     50683164     54054000
    62      1563993      1961230     50528777     54054000
    63      2236002      2052420     49765578     54054000
    64      1980992      1509194     50563814     54054000
    65      1725170      1166255     51162575     54054000
    66      4090036      2563165     47400799     54054000
    67      2760393      2155817     49137790     54054000
    68      2224344       484132     51345524     54054000
    69      1985905      1178293     50889802     54054000
    70      2887919      1081003     50085078     54054000
    71      4490857      2391756     47171387     54054000
    72      5166566      2754486     46132948     54054000
    73      4752186      2308977     46992837     54054000
    74      2536071      1897255     49620674     54054000
    75      1340738      1250363     51462899     54054000
    76      1407016      3320418     49326566     54054000
    77      1421995      1170349     51461656     54054000
    78      2713689      3450394     47889917     54054000
    79      1847780      2413236     49792984     54054000
    80      2067345      1163517     50823138     54054000
    81      1728905      1827029     50498066     54054000
    82      4064260      3160107     46829633     54054000
    83      3482005      3135659     47436336     54054000
    84      2833529      2608382     48612089     54054000
    85      1891836       864212     51297952     54054000
    86      2774209       813479     50466312     54054000
    87      2032192      1395910     50625898     54054000
    88      2419308      1698804     49935888     54054000
    89      3588649      2484614     47980737     54054000
    90      5075342      3186835     45791823     54054000
    91      6451009      3612102     43990889     54054000
    92      3351640      2994846     47707514     54054000
    93      5089252      2640274     46324474     54054000
    94      2196358      1681626     50176016     54054000
    95      2840087      4036809     47177104     54054000
    96      2741387      5766060     45546553     54054000
    97      3330568      5435445     45287987     54054000
    98      3170903      4355376     46527721     54054000
    99      3157195      3486758     47410047     54054000
   100      4958978      6014216     43080806     54054000
   101      4391158      5681557     43981285     54054000
   102      3242918      2167317     48643765     54054000
   103      3429537      2866603     47757860     54054000
   104      2813383      3460204     47780413     54054000
   105      4113015      4651693     45289292     54054000
   106      6331315      6619514     41103171     54054000
   107      6525842      5809058     41719100     54054000
   108      4230681      4470169     45353150     54054000
   109      2481815      4586322     46985863     54054000
   110      3046414      4073702     46933884     54054000
   111      4156544      6620138     43277318     54054000
   112      3671197      2534543     47848260     54054000
   113      3269215      3491198     47293587     54054000
   114      7280745      6679034     40094221     54054000
   115      4096769      3545269     46411962     54054000
   116      4857636      1952280     47244084     54054000
   117      2984726      3125700     47943574     54054000
   118      4225497      3437118     46391385     54054000
   119      6675032      5628007     41750961     54054000
   120     10248368      6567068     37238564     54054000
   121      5897358      4644201     43512441     54054000
   122      3122692      3111229     47820079     54054000
   123      2123723      3467459     48462818     54054000
   124      2166467      1898668     49988865     54054000
   125      3800998      3671846     46581156     54054000
   126      2619936      1672580     49761484     54054000
   127      3406476      3267684     47379840     54054000
   128      5387634      4198430     44467936     54054000
   129      2853918      2280733     48919349     54054000
   130      1717109      2515999     49820892     54054000
   131      2328321      2915000     48810679     54054000
   132      2230464      2101126     49722410     54054000
   133      2067992      1681395     50304613     54054000
   134      4258781      3754035     46041184     54054000
   135      2996407      3189645     47867948     54054000
   136      2630584       817651     50605765     54054000
   137      2325187      1688530     50040283     54054000
   138      3394784      1629120     49030096     54054000
   139      4670058      3313881     46070061     54054000
   140      5309824      3720064     45024112     54054000
   141      5180245      3198400     45675355     54054000
   142      2512088      2181849     49360063     54054000
