 Chunk         Ties       Losses         Wins        Total
     0      2034940      1892154     50126906     54054000
     1      1300057       833123     51920820     54054000
     2      1571477      2003508     50479015     54054000
     3      1814352      4555348     47684300     54054000
     4      1502454      1622650     50928896     54054000
     5      1982176      1868542     50203282     54054000
     6      1570221       690433     51793346     54054000
     7      1775293      3327680     48951027     54054000
     8      2973947      3825487     47254566     54054000
     9      3182533      3365483     47505984     54054000
    10      1870245      4208921     47974834     54054000
    11      1731534      1424853     50897613     54054000
    12      1683567      1208497     51161936     54054000
    13      2300754      1102705     50650541     54054000
    14      2493475      1490549     50069976     54054000
    15      1467486      1113926     51472588     54054000
    16      1620868      1931020     50502112     54054000
    17      1848974      1351245     50853781     54054000
    18      3057982      3003658     47992360     54054000
    19      3498605      2326657     48228738     54054000
    20      4095444      3811339     46147217     54054000
    21      5728969      3286526     45038505     54054000
    22      4228273      3683469     46142258     54054000
    23      3023599      3296325     47734076     54054000
    24      3873347      2325422     47855231     54054000
    25      3714166      3406775     46933059     54054000
    26      1826148      2063508     50164344     54054000
    27      2030492      1084672     50938836     54054000
    28      1701711      1270003     51082286     54054000
    29      2458589      1115411     50480000     54054000
    30      2153067       913524     50987409     54054000
    31      1750995       745946     51557059     54054000
    32      4768998      1238154     48046848     54054000
    33      3066107      1124252     49863641     54054000
    34      2027090       984716     51042194     54054000
    35      1732709      2253564     50067727     54054000
    36      1681392      1127515     51245093     54054000
    37      2748750      2396567     48908683     54054000
    38      2490288      2124181     49439531     54054000
    39      1773756       703506     51576738     54054000
    40      1991541      1218403     50844056     54054000
    41      3874916      1938288     48240796     54054000
    42      4401657      2495460     47156883     54054000
    43      3328611      1634904     49090485     54054000
    44      3988044      2126942     47939014     54054000
    45      4116453      3650007     46287540     54054000
    46      5762804      3134498     45156698     54054000
    47      4830157      2814260     46409583     54054000
    48      5183430      1817779     47052791     54054000
    49      9041794      3685350     41326856     54054000
    50      7691915      3643221     42718864     54054000
    51      3463193      1855204     48735603     54054000
    52      3260986      2968337     47824677     54054000
    53      4721309      3380526     45952165     54054000
    54      3388456      1513434     49152110     54054000
    55      3456097      1522791     49075112     54054000
    56      8792232      3657356     41604412     54054000
    57      4477403      2304604     47271993     54054000
    58      1591764      1187337     51274899     54054000
    59      2487221      1384773     50182006     54054000
    60      3656500      1946961     48450539     54054000
    61      2263438      1237993     50552569     54054000
    62      1740123      1893600     50420277     54054000
    63      2456298      1954852     49642850     54054000
    64      2184134      1445048     50424818     54054000
    65      1900569      1115623     51037808     54054000
    66      4439340      2381944     47232716     54054000
    67      3015477      2014416     49024107     54054000
    68      2435057       450056     51168887     54054000
    69      2178124      1128600     50747276     54054000
    70      3136444      1004898     49912658     54054000
    71      4849712      2223161     46981127     54054000
    72      5579006      2522370     45952624     54054000
    73      5140464      2099299     46814237     54054000
    74      2788652      1754994     49510354     54054000
    75      1503697      1200583     51349720     54054000
    76      1567727      3242616     49243657     54054000
    77      1576219      1133534     51344247     54054000
    78      2982496      3310997     47760507     54054000
    79      2047647      2326368     49679985     54054000
    80      2264443      1124457     50665100     54054000
    81      1924197      1764750     50365053     54054000
    82      4414927      2998841     46640232     54054000
    83      3800821      2947737     47305442     54054000
    84      3114461      2433159     48506380     54054000
    85      2092798       837499     51123703     54054000
    86      3012189       772907     50268904     54054000
    87      2230332      1347216     50476452     54054000
    88      2652100      1637290     49764610     54054000
