 Chunk         Ties       Losses         Wins        Total
     0      2386982      1771971     49895047     54054000
     1      1495429       758573     51799998     54054000
     2      1854381      1888133     50311486     54054000
     3      2110645      4390754     47552601     54054000
     4      1742881      1553473     50757646     54054000
     5      2296153      1766728     49991119     54054000
     6      1812289       624862     51616849     54054000
     7      2095762      3163866     48794372     54054000
     8      3508991      3492875     47052134     54054000
     9      3721049      3022833     47310118     54054000
    10      2312755      3931738     47809507     54054000
    11      2010491      1366460     50677049     54054000
    12      1937494      1163457     50953049     54054000
    13      2618209      1024812     50410979     54054000
    14      2880494      1395452     49778054     54054000
    15      1684442      1066943     51302615     54054000
    16      1893476      1846914     50313610     54054000
    17      2171317      1275749     50606934     54054000
    18      3555078      2769063     47729859     54054000
    19      3972946      2073515     48007539     54054000
    20      4608307      3521528     45924165     54054000
    21      6436227      2896218     44721555     54054000
    22      4900507      3236189     45917304     54054000
    23      3503370      3002400     47548230     54054000
    24      4390415      2042853     47620732     54054000
    25      4392804      2950454     46710742     54054000
    26      2191132      1803240     50059628     54054000
    27      2353897       984511     50715592     54054000
    28      1954176      1222452     50877372     54054000
    29      2784970      1041206     50227824     54054000
    30      2492534       855862     50705604     54054000
    31      2046006       708033     51299961     54054000
    32      5259120      1105518     47689362     54054000
    33      3444338       997810     49611852     54054000
    34      2349393       914713     50789894     54054000
    35      2002673      2162406     49888921     54054000
    36      1945508      1091537     51016955     54054000
    37      3183150      2235160     48635690     54054000
    38      2888264      1956588     49209148     54054000
    39      2056282       671840     51325878     54054000
    40      2351647      1163690     50538663     54054000
    41      4352170      1782295     47919535     54054000
    42      4998957      2235935     46819108     54054000
    43      3811503      1429409     48813088     54054000
    44      4446926      1895348     47711726     54054000
    45      4592965      3402465     46058570     54054000
    46      6391132      2783851     44879017     54054000
    47      5421255      2540107     46092638     54054000
    48      5686348      1669328     46698324     54054000
    49      9929346      3180032     40944622     54054000
    50      8596770      3037225     42420005     54054000
    51      3887076      1629642     48537282     54054000
    52      3726579      2735786     47591635     54054000
    53      5405947      2959617     45688436     54054000
    54      3804275      1360878     48888847     54054000
    55      3884010      1387670     48782320     54054000
    56      9664228      3080826     41308946     54054000
    57      5166024      1861585     47026391     54054000
    58      1812326      1057580     51184094     54054000
    59      2857471      1164144     50032385     54054000
    60      4158172      1589638     48306190     54054000
    61      2638500      1067022     50348478     54054000
    62      2035181      1783489     50235330     54054000
    63      2856467      1770964     49426569     54054000
    64      2555200      1326769     50172031     54054000
    65      2223231      1034996     50795773     54054000
    66      5041338      2072130     46940532     54054000
    67      3461667      1763438     48828895     54054000
    68      2775213       395313     50883474     54054000
    69      2525242      1042354     50486404     54054000
    70      3592966       881631     49579403     54054000
    71      5404021      1947623     46702356     54054000
    72      6214840      2164745     45674415     54054000
    73      5757941      1777095     46518964     54054000
    74      3215360      1528377     49310263     54054000
    75      1774572      1122394     51157034     54054000
    76      1842199      3125299     49086502     54054000
    77      1869928      1064661     51119411     54054000
    78      3465362      3073834     47514804     54054000
    79      2396297      2186695     49471008     54054000
    80      2623518      1072076     50358406     54054000
    81      2263698      1683304     50106998     54054000
    82      4993315      2756566     46304119     54054000
    83      4330932      2658046     47065022     54054000
    84      3601254      2136398     48316348     54054000
    85      2435374       783179     50835447     54054000
    86      3423839       707216     49922945     54054000
