 Chunk         Ties       Losses         Wins        Total
     0      2087482      1873046     50093472     54054000
     1      1327808       821197     51904995     54054000
     2      1612746      1985881     50455373     54054000
     3      1862060      4528916     47663024     54054000
     4      1534033      1613723     50906244     54054000
     5      2035745      1849633     50168622     54054000
     6      1601816       680564     51771620     54054000
     7      1822660      3306090     48925250     54054000
     8      3048146      3784120     47221734     54054000
     9      3263732      3317376     47472892     54054000
    10      1952434      4159827     47941739     54054000
    11      1767932      1414253     50871815     54054000
    12      1718327      1201870     51133803     54054000
    13      2346930      1091460     50615610     54054000
    14      2554290      1474312     50025398     54054000
    15      1498825      1105832     51449343     54054000
    16      1659641      1917885     50476474     54054000
    17      1892462      1337553     50823985     54054000
    18      3141140      2961038     47951822     54054000
    19      3577004      2284502     48192494     54054000
    20      4178337      3764049     46111614     54054000
    21      5842262      3226427     44985311     54054000
    22      4327695      3622859     46103446     54054000
    23      3100467      3252674     47700859     54054000
    24      3956318      2283115     47814567     54054000
    25      3823494      3343120     46887386     54054000
    26      1878980      2032564     50142456     54054000
    27      2078992      1069391     50905617     54054000
    28      1739669      1262733     51051598     54054000
    29      2513241      1103203     50437556     54054000
    30      2210623       904046     50939331     54054000
    31      1793378       738297     51522325     54054000
    32      4850869      1217042     47986089     54054000
    33      3132184      1104699     49817117     54054000
    34      2075503       971084     51007413     54054000
    35      1775189      2238065     50040746     54054000
    36      1718277      1121358     51214365     54054000
    37      2815013      2371940     48867047     54054000
    38      2556012      2091088     49406900     54054000
    39      1813163       698582     51542255     54054000
    40      2045563      1205570     50802867     54054000
    41      3957196      1911648     48185156     54054000
    42      4487807      2457393     47108800     54054000
    43      3404210      1602201     49047589     54054000
    44      4057515      2091508     47904977     54054000
    45      4190038      3610500     46253462     54054000
    46      5852806      3086035     45115159     54054000
    47      4911276      2775592     46367132     54054000
    48      5258097      1792188     47003715     54054000
    49      9186605      3607295     41260100     54054000
    50      7835995      3552591     42665414     54054000
    51      3535229      1815540     48703231     54054000
    52      3337197      2931670     47785133     54054000
    53      4830926      3315472     45907602     54054000
    54      3459598      1486159     49108243     54054000
