 Chunk         Ties       Losses         Wins        Total
     0      1830047      1960505     50263448     54054000
     1      1180494       880433     51993073     54054000
     2      1391414      2091909     50570677     54054000
     3      1628973      4675609     47749418     54054000
     4      1374588      1654996     51024416     54054000
     5      1804786      1936076     50313138     54054000
     6      1435356       734234     51884410     54054000
     7      1613266      3407154     49033580     54054000
     8      2712950      3983729     47357321     54054000
     9      2897204      3547233     47609563     54054000
    10      1680435      4325803     48047762     54054000
    11      1580606      1456008     51017386     54054000
    12      1533311      1243590     51277099     54054000
    13      2146983      1140925     50766092     54054000
    14      2286271      1550304     50217425     54054000
    15      1336418      1158999     51558583     54054000
    16      1475137      1977250     50601613     54054000
    17      1687860      1400376     50965764     54054000
    18      2773198      3158618     48122184     54054000
    19      3227267      2458087     48368646     54054000
    20      3811154      3969070     46273776     54054000
    21      5343598      3502629     45207773     54054000
    22      3890115      3909399     46254486     54054000
    23      2748838      3466403     47838759     54054000
    24      3565244      2491705     47997051     54054000
    25      3358872      3648791     47046337     54054000
    26      1658192      2174494     50221314     54054000
    27      1829734      1137563     51086703     54054000
    28      1552615      1302189     51199196     54054000
    29      2285247      1153017     50615736     54054000
    30      1967752       944191     51142057     54054000
    31      1595911       768854     51689235     54054000
    32      4481604      1312879     48259517     54054000
    33      2864932      1193771     49995297     54054000
    34      1847648      1021721     51184631     54054000
    35      1578899      2319805     50155296     54054000
    36      1535247      1149824     51368929     54054000
    37      2546786      2472084     49035130     54054000
    38      2286998      2208889     49558113     54054000
    39      1626119       722577     51705304     54054000
    40      1810198      1252598     50991204     54054000
    41      3632744      2025592     48395664     54054000
    42      4082414      2653555     47318031     54054000
    43      3076454      1752676     49224870     54054000
    44      3686087      2267536     48100377     54054000
    45      3802489      3825998     46425513     54054000
    46      5394568      3332065     45327367     54054000
    47      4473401      2971167     46609432     54054000
    48      4864152      1913431     47276417     54054000
    49      8535236      3978249     41540515     54054000
    50      7151792      3982592     42919616     54054000
    51      3135815      2051440     48866745     54054000
    52      2982456      3123361     47948183     54054000
    53      4335059      3608983     46109958     54054000
    54      3145975      1601644     49306381     54054000
    55      3166652      1626062     49261286     54054000
    56      8265391      4004012     41784597     54054000
    57      4087585      2545560     47420855     54054000
    58      1439018      1291142     51323840     54054000
    59      2281364      1504188     50268448     54054000
    60      3374627      2151858     48527515     54054000
    61      2050262      1330373     50673365     54054000
    62      1573870      1957705     50522425     54054000
    63      2246586      2046426     49760988     54054000
    64      1991237      1506917     50555846     54054000
    65      1732523      1164392     51157085     54054000
    66      4104953      2553277     47395770     54054000
    67      2769826      2149953     49134221     54054000
    68      2235656       482254     51336090     54054000
    69      1996555      1176617     50880828     54054000
    70      2899872      1077009     50077119     54054000
    71      4505608      2384029     47164363     54054000
    72      5185780      2742630     46125590     54054000
    73      4771401      2295174     46987425     54054000
    74      2550341      1889657     49614002     54054000
    75      1352717      1248869     51452414     54054000
    76      1416960      3316500     49320540     54054000
    77      1432247      1169226     51452527     54054000
    78      2726077      3442628     47885295     54054000
    79      1858490      2409427     49786083     54054000
    80      2079644      1161984     50812372     54054000
    81      1740463      1823970     50489567     54054000
    82      4073684      3155393     46824923     54054000
    83      3493264      3129017     47431719     54054000
    84      2843816      2601195     48608989     54054000
    85      1902465       863149     51288386     54054000
    86      2785091       812113     50456796     54054000
    87      2046775      1393853     50613372     54054000
    88      2432763      1696707     49924530     54054000
    89      3603335      2475525     47975140     54054000
    90      5090972      3177827     45785201     54054000
    91      6470696      3601151     43982153     54054000
    92      3366194      2986453     47701353     54054000
    93      5105266      2631015     46317719     54054000
    94      2205153      1675430     50173417     54054000
    95      2853364      4029032     47171604     54054000
    96      2753358      5760485     45540157     54054000
    97      3347150      5426451     45280399     54054000
    98      3184054      4349996     46519950     54054000
    99      3177306      3483664     47393030     54054000
   100      4978049      6003290     43072661     54054000
   101      4409904      5667246     43976850     54054000
   102      3255653      2164225     48634122     54054000
   103      3444482      2862976     47746542     54054000
   104      2828062      3456625     47769313     54054000
   105      4130356      4645090     45278554     54054000
   106      6353735      6608019     41092246     54054000
   107      6550133      5794784     41709083     54054000
   108      4248543      4458108     45347349     54054000
   109      2498882      4580102     46975016     54054000
   110      3064893      4068638     46920469     54054000
   111      4176665      6605717     43271618     54054000
   112      3690548      2531306     47832146     54054000
   113      3291472      3486884     47275644     54054000
   114      7310459      6655670     40087871     54054000
   115      4113956      3533946     46406098     54054000
   116      4874009      1948007     47231984     54054000
   117      3008602      3122450     47922948     54054000
   118      4249191      3431507     46373302     54054000
   119      6697853      5613056     41743091     54054000
   120     10284454      6543598     37225948     54054000
   121      5923538      4625461     43505001     54054000
   122      3137942      3099919     47816139     54054000
   123      2134052      3460224     48459724     54054000
   124      2173664      1895689     49984647     54054000
   125      3817717      3657705     46578578     54054000
   126      2631679      1669376     49752945     54054000
   127      3420869      3259750     47373381     54054000
   128      5409661      4181414     44462925     54054000
   129      2871686      2272765     48909549     54054000
   130      1728065      2511012     49814923     54054000
   131      2341419      2906212     48806369     54054000
   132      2244197      2096518     49713285     54054000
   133      2079283      1677397     50297320     54054000
   134      4277186      3739551     46037263     54054000
   135      3008747      3180686     47864567     54054000
   136      2643709       814258     50596033     54054000
   137      2336968      1685287     50031745     54054000
   138      3408462      1623523     49022015     54054000
   139      4687730      3301619     46064651     54054000
   140      5332103      3703288     45018609     54054000
   141      5202978      3181010     45670012     54054000
   142      2525408      2171308     49357284     54054000
   143      3841784      2605409     47606807     54054000
   144      2047209      2977473     49029318     54054000
   145      2750834      3629822     47673344     54054000
   146      2854162      2747747     48452091     54054000
   147      4529580      4721323     44803097     54054000
   148      1784774      7142558     45126668     54054000
   149      2346811      7391949     44315240     54054000
   150      3396557      9006313     41651130     54054000
   151      2217335      7688363     44148302     54054000
   152      3703181      7661135     42689684     54054000
   153      4019842      8194817     41839341     54054000
   154      2053759      5809641     46190600     54054000
   155      1691059      2201514     50161427     54054000
   156      1388299      3308567     49357134     54054000
   157      1634807      1994531     50424662     54054000
   158      2313598      3983051     47757351     54054000
   159      2061774      3536434     48455792     54054000
   160      1977229      1194930     50881841     54054000
   161      1855881      1730393     50467726     54054000
   162      3338408      3656810     47058782     54054000
   163      3756659      4388440     45908901     54054000
   164      2853427      3337518     47863055     54054000
   165      1900909      1494967     50658124     54054000
   166      2628494      1142571     50282935     54054000
   167      2845307      1488205     49720488     54054000
   168      2235922      1956042     49862036     54054000
   169      3511742      2757430     47784828     54054000
   170      4437645      4336654     45279701     54054000
   171      6317662      3817197     43919141     54054000
   172      3162902      3417536     47473562     54054000
   173      4740947      3282394     46030659     54054000
   174      2825709      2696337     48531954     54054000
   175      2521576      2235320     49297104     54054000
   176      2674767      1677727     49701506     54054000
   177      3812714      1657512     48583774     54054000
   178      4795400      2020839     47237761     54054000
   179      3083149      2261671     48709180     54054000
   180      2529109      2703416     48821475     54054000
   181      3406101      2658278     47989621     54054000
   182      4568485      2748382     46737133     54054000
   183      3525314      4110804     46417882     54054000
   184      3937966      5958698     44157336     54054000
   185      5225863      5233244     43594893     54054000
   186      5241489      4119959     44692552     54054000
   187      5340519      6463827     42249654     54054000
   188      3916068      5751146     44386786     54054000
   189      5591573      4895890     43566537     54054000
   190      5308795      3984293     44760912     54054000
   191      6308953      5774769     41970278     54054000
   192      2443530      4195275     47415195     54054000
   193      3169871      4256588     46627541     54054000
   194       295416      1263283     52495301     54054000
   195       319511      1074411     52660078     54054000
   196       347362      1267045     52439593     54054000
   197       345469       781776     52926755     54054000
   198       359841       934060     52760099     54054000
   199       472652      1157191     52424157     54054000
   200       273923       661402     53118675     54054000
