 Chunk         Ties       Losses         Wins        Total
     0      1920395      1935926     50197679     54054000
     1      1237956       857302     51958742     54054000
     2      1476232      2043670     50534098     54054000
     3      1677550      4643897     47732553     54054000
     4      1432251      1641780     50979969     54054000
     5      1871836      1912236     50269928     54054000
     6      1498562       710407     51845031     54054000
     7      1656549      3384994     49012457     54054000
     8      2792557      3929996     47331447     54054000
     9      2991240      3486851     47575909     54054000
    10      1730789      4292410     48030801     54054000
    11      1639757      1447283     50966960     54054000
    12      1580289      1234942     51238769     54054000
    13      2193402      1130223     50730375     54054000
    14      2365916      1525680     50162404     54054000
    15      1395206      1131669     51527125     54054000
    16      1522461      1966831     50564708     54054000
    17      1742840      1381160     50930000     54054000
    18      2851262      3111704     48091034     54054000
    19      3309270      2420185     48324545     54054000
    20      3906885      3909020     46238095     54054000
    21      5471260      3420236     45162504     54054000
    22      3996914      3833988     46223098     54054000
    23      2840901      3402666     47810433     54054000
    24      3662353      2428560     47963087     54054000
    25      3472777      3569562     47011661     54054000
    26      1709200      2137044     50207756     54054000
    27      1905992      1124241     51023767     54054000
    28      1605007      1292913     51156080     54054000
    29      2334450      1143585     50575965     54054000
    30      2031252       935322     51087426     54054000
    31      1646042       763347     51644611     54054000
    32      4559778      1291168     48203054     54054000
    33      2923756      1172548     49957696     54054000
    34      1919905      1013205     51120890     54054000
    35      1627248      2299974     50126778     54054000
    36      1593627      1143906     51316467     54054000
    37      2599193      2454939     48999868     54054000
    38      2349176      2187402     49517422     54054000
    39      1675210       718245     51660545     54054000
    40      1867008      1246493     50940499     54054000
    41      3693341      2002298     48358361     54054000
    42      4170641      2604162     47279197     54054000
    43      3140318      1722351     49191331     54054000
    44      3806455      2209395     48038150     54054000
    45      3917737      3758062     46378201     54054000
    46      5524566      3258682     45270752     54054000
    47      4595621      2912786     46545593     54054000
    48      4989052      1874154     47190794     54054000
    49      8690373      3881224     41482403     54054000
    50      7338441      3863365     42852194     54054000
    51      3272573      1955520     48825907     54054000
    52      3070617      3065724     47917659     54054000
    53      4454743      3523136     46076121     54054000
    54      3208766      1577912     49267322     54054000
    55      3272945      1577017     49204038     54054000
    56      8446015      3870939     41737046     54054000
    57      4207937      2459954     47386109     54054000
    58      1495935      1245052     51313013     54054000
    59      2343184      1460912     50249904     54054000
    60      3469782      2071590     48512628     54054000
    61      2136769      1293800     50623431     54054000
    62      1634146      1935184     50484670     54054000
    63      2306539      2021693     49725768     54054000
    64      2058430      1483985     50511585     54054000
    65      1785799      1148273     51119928     54054000
    66      4205715      2499362     47348923     54054000
    67      2853026      2099700     49101274     54054000
    68      2306018       472953     51275029     54054000
    69      2053325      1165176     50835499     54054000
    70      2965164      1057927     50030909     54054000
    71      4623745      2329084     47101171     54054000
    72      5326234      2656647     46071119     54054000
    73      4898397      2212693     46942910     54054000
    74      2638588      1831438     49583974     54054000
    75      1415832      1230517     51407651     54054000
    76      1466697      3294761     49292542     54054000
    77      1487079      1157838     51409083     54054000
    78      2804883      3400577     47848540     54054000
    79      1927488      2378570     49747942     54054000
    80      2141769      1149582     50762649     54054000
    81      1800170      1804310     50449520     54054000
    82      4178195      3102670     46773135     54054000
    83      3593192      3066773     47394035     54054000
    84      2931748      2540523     48581729     54054000
    85      1972539       856448     51225013     54054000
    86      2856922       800545     50396533     54054000
    87      2107621      1380765     50565614     54054000
    88      2491152      1683894     49878954     54054000
    89      3704097      2425908     47923995     54054000
    90      5210446      3123073     45720481     54054000
    91      6629761      3508431     43915808     54054000
    92      3459276      2925125     47669599     54054000
    93      5231645      2564941     46257414     54054000
    94      2276409      1623119     50154472     54054000
    95      2967035      3968976     47117989     54054000
    96      2850955      5711247     45491798     54054000
    97      3457031      5375669     45221300     54054000
    98      3296244      4304402     46453354     54054000
    99      3296091      3452233     47305676     54054000
   100      5105812      5926149     43022039     54054000
   101      4540778      5576125     43937097     54054000
   102      3377631      2135162     48541207     54054000
   103      3566460      2837090     47650450     54054000
   104      2949727      3436243     47668030     54054000
   105      4262103      4600399     45191498     54054000
   106      6589396      6516281     40948323     54054000
   107      6743695      5704284     41606021     54054000
   108      4360030      4383463     45310507     54054000
   109      2613072      4516332     46924596     54054000
   110      3175864      4027116     46851020     54054000
   111      4294611      6521926     43237463     54054000
   112      3812500      2500303     47741197     54054000
   113      3403841      3449232     47200927     54054000
   114      7492826      6530545     40030629     54054000
   115      4238782      3468800     46346418     54054000
   116      5008535      1917013     47128452     54054000
   117      3129745      3098169     47826086     54054000
   118      4371814      3401167     46281019     54054000
   119      6878571      5526417     41649012     54054000
   120     10574069      6415499     37064432     54054000
   121      6084972      4536855     43432173     54054000
   122      3225087      3046580     47782333     54054000
   123      2193922      3421669     48438409     54054000
   124      2238477      1870808     49944715     54054000
   125      3907879      3592100     46554021     54054000
   126      2707448      1650472     49696080     54054000
   127      3508154      3216754     47329092     54054000
   128      5528483      4103727     44421790     54054000
   129      2969734      2219845     48864421     54054000
   130      1791777      2476922     49785301     54054000
   131      2407119      2867628     48779253     54054000
   132      2317061      2062658     49674281     54054000
   133      2140789      1646533     50266678     54054000
   134      4394452      3656205     46003343     54054000
   135      3111583      3103133     47839284     54054000
   136      2712398       796335     50545267     54054000
   137      2395390      1666802     49991808     54054000
   138      3481984      1589557     48982459     54054000
   139      4823359      3219409     46011232     54054000
   140      5494424      3585770     44973806     54054000
   141      5362612      3062826     45628562     54054000
   142      2628663      2086708     49338629     54054000
   143      3960767      2524030     47569203     54054000
   144      2125878      2925744     49002378     54054000
   145      2843016      3566826     47644158     54054000
   146      2941094      2694049     48418857     54054000
   147      4674887      4618522     44760591     54054000
   148      1886549      7052615     45114836     54054000
   149      2458062      7298457     44297481     54054000
   150      3533810      8894867     41625323     54054000
   151      2317924      7602459     44133617     54054000
   152      3848576      7543441     42661983     54054000
   153      4191846      8044782     41817372     54054000
   154      2140350      5729595     46184055     54054000
   155      1759098      2173528     50121374     54054000
   156      1445178      3273697     49335125     54054000
   157      1692542      1972942     50388516     54054000
   158      2387279      3936383     47730338     54054000
   159      2132819      3492582     48428599     54054000
   160      2024126      1182929     50846945     54054000
   161      1916488      1707562     50429950     54054000
   162      3426611      3600669     47026720     54054000
   163      3872102      4300285     45881613     54054000
   164      2950942      3264203     47838855     54054000
   165      1965270      1473563     50615167     54054000
   166      2689666      1128630     50235704     54054000
   167      2913230      1464994     49675776     54054000
   168      2293343      1940884     49819773     54054000
   169      3598715      2709165     47746120     54054000
   170      4570077      4244830     45239093     54054000
   171      6483407      3709330     43861263     54054000
   172      3276026      3330979     47446995     54054000
   173      4867037      3192635     45994328     54054000
   174      2931469      2609158     48513373     54054000
   175      2606293      2181965     49265742     54054000
   176      2743463      1656130     49654407     54054000
   177      3899150      1616165     48538685     54054000
   178      4891243      1968574     47194183     54054000
   179      3161455      2212935     48679610     54054000
   180      2586986      2678847     48788167     54054000
   181      3488452      2610119     47955429     54054000
   182      4661653      2700276     46692071     54054000
   183      3636587      4026882     46390531     54054000
   184      4052009      5871368     44130623     54054000
   185      5369790      5119081     43565129     54054000
   186      5354691      4040441     44658868     54054000
   187      5516095      6321587     42216318     54054000
   188      4034379      5657485     44362136     54054000
   189      5743801      4780978     43529221     54054000
   190      5428969      3906169     44718862     54054000
   191      6497912      5626355     41929733     54054000
   192      2531677      4119178     47403145     54054000
   193      3266859      4175431     46611710     54054000
   194       327438      1256015     52470547     54054000
   195       346938      1070346     52636716     54054000
   196       360522      1260832     52432646     54054000
   197       372463       779097     52902440     54054000
   198       383786       930093     52740121     54054000
   199       492851      1150285     52410864     54054000
   200       291577       657635     53104788     54054000
   201       354256       457810     53241934     54054000
   202       352812       965604     52735584     54054000
   203       406710       824988     52822302     54054000
   204       531193       919505     52603302     54054000
   205       464534      1004617     52584849     54054000
   206       372881       666066     53015053     54054000
   207       244517       505588     53303895     54054000
   208       301505       479671     53272824     54054000
   209       406084       483712     53164204     54054000
   210       224501       859306     52970193     54054000
   211       246784       703359     53103857     54054000
   212       238184       552713     53263103     54054000
   213       316209       658708     53079083     54054000
   214       453411       950130     52650459     54054000
   215       483964      1070375     52499661     54054000
   216       521920       958012     52574068     54054000
   217       512171       761174     52780655     54054000
   218       422807       674960     52956233     54054000
   219       494856       963534     52595610     54054000
   220       426893      1135042     52492065     54054000
   221       512280       949742     52591978     54054000
   222       541262      1100781     52411957     54054000
   223       524218       692297     52837485     54054000
   224       634391      1082915     52336694     54054000
   225       758228      1029693     52266079     54054000
   226       437786       517970     53098244     54054000
   227       541736       459917     53052347     54054000
