 Chunk         Ties       Losses         Wins        Total
     0      1963013      1925447     50165540     54054000
     1      1262089       850197     51941714     54054000
     2      1516952      2024369     50512679     54054000
     3      1712835      4623778     47717387     54054000
     4      1463688      1634688     50955624     54054000
     5      1910403      1899561     50244036     54054000
     6      1524594       703994     51825412     54054000
     7      1691509      3368993     48993498     54054000
     8      2854801      3891735     47307464     54054000
     9      3056258      3443019     47554723     54054000
    10      1773606      4267454     48012940     54054000
    11      1672155      1440367     50941478     54054000
    12      1613892      1229398     51210710     54054000
    13      2230004      1121440     50702556     54054000
    14      2411206      1514074     50128720     54054000
    15      1421403      1125713     51506884     54054000
    16      1554766      1957583     50541651     54054000
    17      1775180      1372875     50905945     54054000
    18      2926895      3065960     48061145     54054000
    19      3365669      2395681     48292650     54054000
    20      3974806      3871634     46207560     54054000
    21      5560177      3371445     45122378     54054000
    22      4069667      3784328     46200005     54054000
    23      2904170      3363821     47786009     54054000
    24      3732389      2391601     47930010     54054000
    25      3548171      3518768     46987061     54054000
    26      1744703      2114951     50194346     54054000
    27      1957023      1111992     50984985     54054000
    28      1639202      1286345     51128453     54054000
    29      2373625      1133673     50546702     54054000
    30      2075226       928192     51050582     54054000
    31      1680877       757950     51615173     54054000
    32      4625152      1273985     48154863     54054000
    33      2971630      1157378     49924992     54054000
    34      1959497      1004611     51089892     54054000
    35      1657684      2288724     50107592     54054000
    36      1626582      1140709     51286709     54054000
    37      2646113      2436894     48970993     54054000
    38      2391187      2170958     49491855     54054000
    39      1709003       714744     51630253     54054000
    40      1909766      1237628     50906606     54054000
    41      3744873      1981814     48327313     54054000
    42      4241243      2571274     47241483     54054000
    43      3195334      1696453     49162213     54054000
    44      3869777      2183160     48001063     54054000
    45      3986027      3723482     46344491     54054000
    46      5612006      3211723     45230271     54054000
    47      4679004      2877841     46497155     54054000
    48      5056262      1857010     47140728     54054000
    49      8823736      3809603     41420661     54054000
    50      7470288      3781491     42802221     54054000
    51      3332352      1920173     48801475     54054000
    52      3127157      3035749     47891094     54054000
    53      4534656      3475818     46043526     54054000
    54      3261692      1558419     49233889     54054000
    55      3319814      1563479     49170707     54054000
    56      8556404      3795947     41701649     54054000
    57      4293105      2412379     47348516     54054000
    58      1524277      1226820     51302903     54054000
    59      2386846      1434768     50232386     54054000
    60      3526794      2030596     48496610     54054000
    61      2181606      1276767     50595627     54054000
    62      1669604      1924058     50460338     54054000
    63      2353889      2001400     49698711     54054000
    64      2103864      1469706     50480430     54054000
    65      1826645      1137208     51090147     54054000
    66      4283606      2460681     47309713     54054000
    67      2903382      2071764     49078854     54054000
    68      2356391       463061     51234548     54054000
    69      2098947      1152400     50802653     54054000
    70      3023345      1039241     49991414     54054000
    71      4704362      2297044     47052594     54054000
    72      5414354      2611077     46028569     54054000
    73      4967519      2175796     46910685     54054000
    74      2683878      1808554     49561568     54054000
    75      1446864      1222487     51384649     54054000
    76      1498372      3279797     49275831     54054000
    77      1518191      1151108     51384701     54054000
    78      2858160      3373098     47822742     54054000
    79      1966625      2363170     49724205     54054000
    80      2183643      1141713     50728644     54054000
    81      1841548      1789687     50422765     54054000
    82      4253236      3070572     46730192     54054000
    83      3658678      3029256     47366066     54054000
    84      2985406      2509301     48559293     54054000
    85      2016211       851637     51186152     54054000
    86      2909427       792733     50351840     54054000
    87      2147162      1371809     50535029     54054000
    88      2542486      1669194     49842320     54054000
    89      3776834      2393932     47883234     54054000
    90      5293653      3085419     45674928     54054000
    91      6738875      3448777     43866348     54054000
    92      3520528      2890997     47642475     54054000
    93      5313685      2524358     46215957     54054000
    94      2317959      1597631     50138410     54054000
    95      3040782      3936682     47076536     54054000
    96      2920271      5683846     45449883     54054000
    97      3532110      5341366     45180524     54054000
    98      3372356      4275084     46406560     54054000
    99      3365250      3434689     47254061     54054000
   100      5212852      5866811     42974337     54054000
   101      4643527      5518269     43892204     54054000
   102      3469918      2116605     48467477     54054000
   103      3648278      2816159     47589563     54054000
   104      3015877      3419097     47619026     54054000
   105      4352914      4562285     45138801     54054000
   106      6729137      6456884     40867979     54054000
   107      6888361      5646654     41518985     54054000
   108      4453182      4338514     45262304     54054000
   109      2666681      4489583     46897736     54054000
   110      3236867      4000764     46816369     54054000
   111      4376508      6467429     43210063     54054000
   112      3882301      2479268     47692431     54054000
   113      3466761      3422992     47164247     54054000
   114      7609589      6457733     39986678     54054000
   115      4324108      3423524     46306368     54054000
   116      5095811      1894478     47063711     54054000
   117      3197433      3075964     47780603     54054000
   118      4460752      3369768     46223480     54054000
   119      6985277      5468456     41600267     54054000
   120     10736247      6332208     36985545     54054000
   121      6201140      4477452     43375408     54054000
   122      3286981      3011445     47755574     54054000
   123      2237398      3393168     48423434     54054000
   124      2280518      1853509     49919973     54054000
   125      3980225      3543538     46530237     54054000
   126      2756524      1634522     49662954     54054000
