 Chunk         Ties       Losses         Wins        Total
     0      1821189      1962406     50270405     54054000
     1      1175443       881472     51997085     54054000
     2      1384631      2094119     50575250     54054000
     3      1614349      4687427     47752224     54054000
     4      1366856      1655876     51031268     54054000
     5      1795827      1939660     50318513     54054000
     6      1429407       734895     51889698     54054000
     7      1605815      3411605     49036580     54054000
     8      2694909      3999343     47359748     54054000
     9      2885563      3553537     47614900     54054000
    10      1673346      4330891     48049763     54054000
    11      1571909      1457145     51024946     54054000
    12      1523616      1246568     51283816     54054000
    13      2137783      1144272     50771945     54054000
    14      2274775      1551538     50227687     54054000
    15      1328740      1161190     51564070     54054000
    16      1466326      1979149     50608525     54054000
    17      1679543      1402219     50972238     54054000
    18      2761546      3163299     48129155     54054000
    19      3217494      2464186     48372320     54054000
    20      3800400      3977112     46276488     54054000
    21      5326163      3514113     45213724     54054000
    22      3879252      3916584     46258164     54054000
    23      2739944      3472254     47841802     54054000
    24      3554048      2497155     48002797     54054000
    25      3346484      3658659     47048857     54054000
    26      1652341      2178603     50223056     54054000
    27      1822294      1139870     51091836     54054000
    28      1544781      1304560     51204659     54054000
    29      2276541      1155652     50621807     54054000
    30      1957530       945058     51151412     54054000
    31      1589096       769465     51695439     54054000
    32      4471703      1316986     48265311     54054000
    33      2857495      1196119     50000386     54054000
    34      1836618      1023392     51193990     54054000
    35      1570486      2322519     50160995     54054000
    36      1526501      1150514     51376985     54054000
    37      2538580      2475035     49040385     54054000
    38      2276007      2211910     49566083     54054000
    39      1618093       723035     51712872     54054000
    40      1798406      1253395     51002199     54054000
    41      3623352      2030314     48400334     54054000
    42      4071044      2658726     47324230     54054000
    43      3066317      1757903     49229780     54054000
    44      3677306      2271859     48104835     54054000
    45      3788760      3836000     46429240     54054000
    46      5377219      3342198     45334583     54054000
    47      4463077      2976607     46614316     54054000
    48      4852187      1917694     47284119     54054000
    49      8509580      3994180     41550240     54054000
    50      7133764      3995172     42925064     54054000
    51      3127099      2055957     48870944     54054000
    52      2969485      3130865     47953650     54054000
    53      4315314      3624105     46114581     54054000
    54      3136834      1606356     49310810     54054000
    55      3157289      1629419     49267292     54054000
    56      8241712      4022966     41789322     54054000
    57      4069356      2557047     47427597     54054000
    58      1432444      1295593     51325963     54054000
    59      2271343      1512081     50270576     54054000
    60      3361238      2162741     48530021     54054000
    61      2040405      1334610     50678985     54054000
    62      1566026      1960933     50527041     54054000
    63      2237132      2051976     49764892     54054000
    64      1983150      1508980     50561870     54054000
    65      1726208      1166097     51161695     54054000
    66      4092841      2560458     47400701     54054000
    67      2760815      2155459     49137726     54054000
    68      2227888       483777     51342335     54054000
    69      1989038      1178195     50886767     54054000
    70      2889521      1080963     50083516     54054000
    71      4492489      2390336     47171175     54054000
    72      5168089      2753374     46132537     54054000
    73      4753957      2307625     46992418     54054000
    74      2538549      1897045     49618406     54054000
    75      1345178      1250187     51458635     54054000
    76      1408839      3320064     49325097     54054000
    77      1424849      1170316     51458835     54054000
    78      2714366      3449956     47889678     54054000
    79      1849101      2413166     49791733     54054000
    80      2069495      1163340     50821165     54054000
