 Chunk         Ties       Losses         Wins        Total
     0      2001882      1910048     50142070     54054000
     1      1283256       841647     51929097     54054000
     2      1547320      2014500     50492180     54054000
     3      1776488      4578845     47698667     54054000
     4      1485380      1627762     50940858     54054000
     5      1952783      1880698     50220519     54054000
     6      1548904       697878     51807218     54054000
     7      1742984      3343969     48967047     54054000
     8      2922736      3854176     47277088     54054000
     9      3128185      3400360     47525455     54054000
    10      1828394      4234203     47991403     54054000
    11      1707789      1431733     50914478     54054000
    12      1658608      1212874     51182518     54054000
    13      2270917      1109489     50673594     54054000
    14      2457948      1500106     50095946     54054000
    15      1449291      1118672     51486037     54054000
    16      1595260      1939965     50518775     54054000
    17      1818280      1359028     50876692     54054000
    18      3004557      3027250     48022193     54054000
    19      3437832      2362593     48253575     54054000
    20      4044485      3837833     46171682     54054000
    21      5653847      3327158     45072995     54054000
    22      4159468      3725857     46168675     54054000
    23      2968190      3328594     47757216     54054000
    24      3806409      2357706     47889885     54054000
    25      3643423      3453201     46957376     54054000
    26      1788613      2087430     50177957     54054000
    27      2001865      1095706     50956429     54054000
    28      1677738      1275182     51101080     54054000
    29      2421085      1122979     50509936     54054000
    30      2120596       919504     51013900     54054000
    31      1720800       750442     51582758     54054000
    32      4706247      1254124     48093629     54054000
    33      3021501      1138361     49894138     54054000
    34      1996335       993441     51064224     54054000
    35      1701198      2266468     50086334     54054000
    36      1657674      1132579     51263747     54054000
    37      2705568      2412194     48936238     54054000
    38      2448330      2143258     49462412     54054000
    39      1746539       707022     51600439     54054000
    40      1957721      1225185     50871094     54054000
    41      3823522      1957893     48272585     54054000
    42      4338019      2524754     47191227     54054000
    43      3271083      1658830     49124087     54054000
    44      3936311      2153319     47964370     54054000
    45      4067256      3673961     46312783     54054000
    46      5700566      3168148     45185286     54054000
    47      4771018      2835747     46447235     54054000
    48      5130618      1833733     47089649     54054000
    49      8960071      3732142     41361787     54054000
    50      7595864      3700752     42757384     54054000
    51      3405952      1886557     48761491     54054000
    52      3203658      2998654     47851688     54054000
    53      4646569      3420253     45987178     54054000
    54      3338614      1530215     49185171     54054000
    55      3399489      1540081     49114430     54054000
    56      8691387      3719765     41642848     54054000
    57      4397241      2350283     47306476     54054000
    58      1562684      1204292     51287024     54054000
    59      2447014      1404360     50202626     54054000
    60      3598915      1983614     48471471     54054000
    61      2227678      1256086     50570236     54054000
    62      1711427      1905730     50436843     54054000
    63      2412480      1976350     49665170     54054000
    64      2150307      1455405     50448288     54054000
    65      1870836      1123383     51059781     54054000
    66      4371951      2417569     47264480     54054000
    67      2967099      2039859     49047042     54054000
    68      2402555       455456     51195989     54054000
    69      2143768      1138358     50771874     54054000
    70      3091918      1018824     49943258     54054000
    71      4788265      2253885     47011850     54054000
    72      5508114      2559482     45986404     54054000
    73      5066272      2133043     46854685     54054000
    74      2741323      1779564     49533113     54054000
    75      1478004      1212320     51363676     54054000
    76      1538782      3258378     49256840     54054000
    77      1551810      1141458     51360732     54054000
    78      2928510      3340181     47785309     54054000
    79      2011602      2343934     49698464     54054000
    80      2231418      1131436     50691146     54054000
    81      1889668      1775781     50388551     54054000
    82      4344596      3032557     46676847     54054000
    83      3734623      2985810     47333567     54054000
    84      3054524      2469115     48530361     54054000
    85      2060675       844228     51149097     54054000
    86      2965691       782232     50306077     54054000
    87      2193317      1358960     50501723     54054000
    88      2604871      1651509     49797620     54054000
    89      3858412      2357738     47837850     54054000
    90      5392224      3038203     45623573     54054000
    91      6872752      3372879     43808369     54054000
    92      3608478      2850525     47594997     54054000
    93      5425923      2477599     46150478     54054000
    94      2373642      1570556     50109802     54054000
    95      3112690      3906822     47034488     54054000
    96      2996126      5650216     45407658     54054000
    97      3608021      5306706     45139273     54054000
    98      3466039      4240353     46347608     54054000
    99      3442043      3411994     47199963     54054000
   100      5326755      5814571     42912674     54054000
   101      4762083      5457899     43834018     54054000
   102      3580470      2100275     48373255     54054000
   103      3737850      2793710     47522440     54054000
   104      3084157      3395721     47574122     54054000
   105      4456505      4522661     45074834     54054000
   106      6914530      6387365     40752105     54054000
   107      7091230      5574269     41388501     54054000
   108      4583013      4279554     45191433     54054000
   109      2734268      4455577     46864155     54054000
   110      3319636      3960528     46773836     54054000
   111      4482405      6403169     43168426     54054000
   112      3967750      2450929     47635321     54054000
   113      3550110      3391653     47112237     54054000
   114      7752919      6369462     39931619     54054000
   115      4431453      3368651     46253896     54054000
   116      5203406      1865422     46985172     54054000
   117      3281899      3044211     47727890     54054000
   118      4573871      3327509     46152620     54054000
   119      7126349      5389015     41538636     54054000
   120     10917738      6226179     36910083     54054000
   121      6365361      4400170     43288469     54054000
   122      3366812      2969364     47717824     54054000
   123      2296168      3357103     48400729     54054000
   124      2337819      1832799     49883382     54054000
   125      4062580      3491510     46499910     54054000
   126      2821387      1613861     49618752     54054000
   127      3653626      3136712     47263662     54054000
   128      5729213      3975840     44348947     54054000
   129      3078254      2163234     48812512     54054000
   130      1868308      2441739     49743953     54054000
   131      2507870      2815748     48730382     54054000
   132      2405218      2030764     49618018     54054000
   133      2230942      1613336     50209722     54054000
   134      4554333      3558385     45941282     54054000
   135      3246256      3020691     47787053     54054000
   136      2805560       769442     50478998     54054000
   137      2480207      1634917     49938876     54054000
   138      3612259      1534831     48906910     54054000
   139      4980049      3133280     45940671     54054000
   140      5699821      3457253     44896926     54054000
   141      5551563      2959645     45542792     54054000
   142      2736021      2019172     49298807     54054000
   143      4106186      2439688     47508126     54054000
   144      2212917      2876456     48964627     54054000
   145      2960859      3499537     47593604     54054000
   146      3053828      2633818     48366354     54054000
   147      4867980      4494343     44691677     54054000
   148      1979484      6985623     45088893     54054000
   149      2579534      7221524     44252942     54054000
   150      3717372      8775882     41560746     54054000
   151      2432476      7523554     44097970     54054000
   152      4026675      7421715     42605610     54054000
   153      4385577      7897578     41770845     54054000
   154      2255175      5638742     46160083     54054000
   155      1838491      2135510     50079999     54054000
   156      1519429      3230340     49304231     54054000
   157      1760689      1945413     50347898     54054000
   158      2501715      3872822     47679463     54054000
   159      2236885      3430710     48386405     54054000
   160      2099809      1161123     50793068     54054000
   161      1993161      1682286     50378553     54054000
   162      3568940      3524611     46960449     54054000
   163      4045392      4190686     45817922     54054000
   164      3089451      3177449     47787100     54054000
   165      2051255      1444252     50558493     54054000
   166      2790969      1108351     50154680     54054000
   167      3012620      1429559     49611821     54054000
   168      2392211      1909000     49752789     54054000
   169      3757138      2634369     47662493     54054000
   170      4746309      4134000     45173691     54054000
   171      6712011      3569866     43772123     54054000
   172      3423771      3247221     47383008     54054000
   173      5052937      3096781     45904282     54054000
   174      3065309      2527457     48461234     54054000
   175      2707964      2124126     49221910     54054000
   176      2839672      1621889     49592439     54054000
   177      4027952      1561173     48464875     54054000
   178      5044663      1896896     47112441     54054000
   179      3266595      2157240     48630165     54054000
   180      2688101      2632760     48733139     54054000
   181      3635273      2529929     47888798     54054000
   182      4874189      2568806     46611005     54054000
   183      3815494      3913997     46324509     54054000
   184      4249169      5765459     44039372     54054000
   185      5631160      4977959     43444881     54054000
   186      5624011      3908359     44521630     54054000
   187      5823664      6152460     42077876     54054000
   188      4216551      5533424     44304025     54054000
   189      5989001      4615407     43449592     54054000
   190      5647221      3780722     44626057     54054000
   191      6755346      5432530     41866124     54054000
   192      2644239      4029621     47380140     54054000
   193      3401032      4072681     46580287     54054000
   194       350599      1248721     52454680     54054000
   195       369998      1063635     52620367     54054000
   196       379419      1250303     52424278     54054000
   197       396262       774609     52883129     54054000
   198       405220       924200     52724580     54054000
   199       515502      1139908     52398590     54054000
   200       309794       651844     53092362     54054000
   201       378485       454860     53220655     54054000
   202       378915       960112     52714973     54054000
   203       433325       819739     52800936     54054000
   204       560680       913854     52579466     54054000
   205       489845       995252     52568903     54054000
   206       396506       658887     52998607     54054000
   207       262988       501838     53289174     54054000
   208       322441       475197     53256362     54054000
   209       433044       478853     53142103     54054000
   210       247182       854394     52952424     54054000
   211       267453       698458     53088089     54054000
   212       258997       547752     53247251     54054000
   213       342335       652723     53058942     54054000
   214       489268       944889     52619843     54054000
   215       522143      1063648     52468209     54054000
   216       550873       949869     52553258     54054000
   217       544164       754128     52755708     54054000
   218       449669       667066     52937265     54054000
   219       526164       954213     52573623     54054000
   220       452012      1124337     52477651     54054000
   221       538822       940724     52574454     54054000
   222       569595      1085883     52398522     54054000
   223       550105       686225     52817670     54054000
   224       667978      1069838     52316184     54054000
   225       795947      1013400     52244653     54054000
   226       464229       509859     53079912     54054000
   227       571283       454345     53028372     54054000
   228       613155      1019408     52421437     54054000
   229       757134       777855     52519011     54054000
   230       817807       999339     52236854     54054000
   231       892830       839724     52321446     54054000
   232       569050       555463     52929487     54054000
   233       444344       522797     53086859     54054000
