 Chunk         Ties       Losses         Wins        Total
     0      2274157      1814516     49965327     54054000
     1      1429785       786015     51838200     54054000
     2      1760129      1932162     50361709     54054000
     3      2007070      4447640     47599290     54054000
     4      1666523      1570581     50816896     54054000
     5      2197136      1799846     50057018     54054000
     6      1732514       651412     51670074     54054000
     7      1987024      3219188     48847788     54054000
     8      3332062      3600914     47121024     54054000
     9      3556283      3123825     47373892     54054000
    10      2191920      4006451     47855629     54054000
    11      1919682      1384308     50750010     54054000
    12      1847870      1179881     51026249     54054000
    13      2513582      1047163     50493255     54054000
    14      2765358      1426002     49862640     54054000
    15      1618665      1080747     51354588     54054000
    16      1800983      1872700     50380317     54054000
    17      2064556      1300764     50688680     54054000
    18      3399766      2835292     47818942     54054000
    19      3814680      2154092     48085228     54054000
    20      4431713      3618036     46004251     54054000
    21      6203556      3016332     44834112     54054000
    22      4692434      3368470     45993096     54054000
    23      3341307      3103499     47609194     54054000
    24      4231475      2128662     47693863     54054000
    25      4192145      3089352     46772503     54054000
    26      2073265      1889808     50090927     54054000
    27      2251487      1015955     50786558     54054000
    28      1868050      1238998     50946952     54054000
    29      2678127      1064000     50311873     54054000
    30      2381227       874279     50798494     54054000
    31      1946899       719111     51387990     54054000
    32      5097552      1146994     47809454     54054000
    33      3325853      1040099     49688048     54054000
    34      2252429       934151     50867420     54054000
    35      1910524      2192810     49950666     54054000
    36      1857392      1103579     51093029     54054000
    37      3043891      2283280     48726829     54054000
    38      2758389      2004042     49291569     54054000
    39      1956798       682141     51415061     54054000
    40      2236296      1178127     50639577     54054000
    41      4203946      1828733     48021321     54054000
    42      4797989      2319285     46936726     54054000
    43      3643491      1498410     48912099     54054000
    44      4286238      1975124     47792638     54054000
    45      4426138      3485061     46142801     54054000
    46      6186426      2895247     44972327     54054000
    47      5238632      2616974     46198394     54054000
    48      5523904      1711624     46818472     54054000
    49      9639937      3340773     41073290     54054000
    50      8331935      3221306     42500759     54054000
    51      3744660      1705621     48603719     54054000
    52      3577830      2809794     47666376     54054000
    53      5202322      3082104     45769574     54054000
    54      3674422      1405892     48973686     54054000
    55      3748453      1430820     48874727     54054000
    56      9396252      3253934     41403814     54054000
    57      4975730      1989270     47089000     54054000
    58      1741016      1100549     51212435     54054000
    59      2752023      1225736     50076241     54054000
    60      4001184      1704189     48348627     54054000
    61      2523249      1118631     50412120     54054000
    62      1933149      1821580     50299271     54054000
    63      2724522      1826831     49502647     54054000
    64      2437700      1363268     50253032     54054000
    65      2118452      1057665     50877883     54054000
    66      4842281      2165424     47046295     54054000
    67      3316753      1848136     48889111     54054000
    68      2663846       411265     50978889     54054000
    69      2406432      1070464     50577104     54054000
    70      3439277       923063     49691660     54054000
    71      5215780      2032840     46805380     54054000
    72      6009743      2281157     45763100     54054000
    73      5574412      1873285     46606303     54054000
    74      3086548      1599635     49367817     54054000
    75      1687572      1146986     51219442     54054000
    76      1747082      3165165     49141753     54054000
    77      1776237      1085388     51192375     54054000
    78      3306788      3148916     47598296     54054000
    79      2283747      2227559     49542694     54054000
    80      2505196      1088764     50460040     54054000
    81      2155088      1709350     50189562     54054000
    82      4797829      2835093     46421078     54054000
    83      4161762      2744849     47147389     54054000
    84      3450716      2227612     48375672     54054000
    85      2322979       797398     50933623     54054000
    86      3290407       724432     50039161     54054000
    87      2477967      1289195     50286838     54054000
    88      2952291      1566546     49535163     54054000
    89      4266803      2182434     47604763     54054000
    90      5836580      2835901     45381519     54054000
    91      7457549      3060891     43535560     54054000
    92      3999394      2647264     47407342     54054000
    93      5946342      2230553     45877105     54054000
    94      2642222      1423240     49988538     54054000
    95      3570238      3703518     46780244     54054000
    96      3420592      5477514     45155894     54054000
    97      4142676      5073879     44837445     54054000
    98      3976905      4041558     46035537     54054000
    99      3887949      3292114     46873937     54054000
   100      6054388      5492374     42507238     54054000
   101      5557614      5049113     43447273     54054000
   102      4083216      2019520     47951264     54054000
   103      4293486      2676823     47083691     54054000
   104      3473280      3281239     47299481     54054000
   105      5054279      4323040     44676681     54054000
   106      7987348      6018981     40047671     54054000
   107      8209850      5180706     40663444     54054000
   108      5309955      3954975     44789070     54054000
   109      3126539      4266605     46660856     54054000
   110      3766942      3765610     46521448     54054000
   111      5090941      6001111     42961948     54054000
   112      4435806      2318043     47300151     54054000
   113      3997060      3221027     46835913     54054000
   114      8563271      5840101     39650628     54054000
   115      4993662      3058907     46001431     54054000
   116      5746401      1725039     46582560     54054000
   117      3727615      2908437     47417948     54054000
   118      5128935      3133407     45791658     54054000
   119      7837558      5019266     41197176     54054000
   120     11946651      5668105     36439244     54054000
   121      7142074      4003423     42908503     54054000
   122      3779236      2738551     47536213     54054000
   123      2624912      3134924     48294164     54054000
   124      2596471      1729369     49728160     54054000
   125      4550563      3148449     46354988     54054000
   126      3124892      1518973     49410135     54054000
   127      4042332      2925347     47086321     54054000
   128      6353425      3585591     44114984     54054000
   129      3433952      1965581     48654467     54054000
   130      2101577      2331081     49621342     54054000
   131      2832408      2628056     48593536     54054000
   132      2713304      1907759     49432937     54054000
   133      2482169      1524166     50047665     54054000
   134      5065907      3216232     45771861     54054000
   135      3699183      2726689     47628128     54054000
   136      3067072       699880     50287048     54054000
   137      2741000      1538743     49774257     54054000
   138      3975043      1387271     48691686     54054000
   139      5430411      2869843     45753746     54054000
   140      6268989      3094667     44690344     54054000
   141      6140634      2594743     45318623     54054000
   142      3104525      1767305     49182170     54054000
   143      4531788      2176974     47345238     54054000
   144      2498782      2704430     48850788     54054000
   145      3303611      3297201     47453188     54054000
   146      3402651      2435613     48215736     54054000
   147      5361431      4162021     44530548     54054000
   148      2357121      6721914     44974965     54054000
   149      3052439      6915605     44085956     54054000
   150      4409617      8391563     41252820     54054000
   151      2796120      7257745     44000135     54054000
   152      4542285      7056967     42454748     54054000
   153      4991039      7418926     41644035     54054000
   154      2661466      5296609     46095925     54054000
   155      2123212      2000968     49929820     54054000
   156      1738602      3121945     49193453     54054000
   157      2001806      1853246     50198948     54054000
   158      2860832      3673842     47519326     54054000
   159      2591738      3223025     48239237     54054000
   160      2322955      1113122     50617923     54054000
   161      2247776      1623982     50182242     54054000
   162      3998235      3282430     46773335     54054000
   163      4585794      3835775     45632431     54054000
   164      3547533      2875291     47631176     54054000
   165      2315377      1335283     50403340     54054000
   166      3089295      1039145     49925560     54054000
   167      3326517      1319522     49407961     54054000
   168      2706315      1814978     49532707     54054000
   169      4193783      2428866     47431351     54054000
   170      5246589      3811324     44996087     54054000
   171      7325349      3197543     43531108     54054000
   172      3863856      2989781     47200363     54054000
   173      5585616      2798139     45670245     54054000
   174      3505163      2224838     48323999     54054000
   175      3068128      1907702     49078170     54054000
   176      3169416      1499523     49385061     54054000
   177      4433180      1383679     48237141     54054000
   178      5485464      1700879     46867657     54054000
   179      3658487      1961191     48434322     54054000
   180      3033277      2494581     48526142     54054000
   181      4068584      2326449     47658967     54054000
   182      5386376      2323502     46344122     54054000
   183      4324991      3622037     46106972     54054000
   184      4841135      5416923     43795942     54054000
   185      6364035      4556792     43133173     54054000
   186      6341890      3599130     44112980     54054000
   187      6825337      5575423     41653240     54054000
   188      4764948      5160586     44128466     54054000
   189      6642598      4170052     43241350     54054000
   190      6200042      3467393     44386565     54054000
   191      7571686      4817869     41664445     54054000
   192      3040078      3717076     47296846     54054000
   193      3868141      3715437     46470422     54054000
   194       437171      1226116     52390713     54054000
   195       450418      1041227     52562355     54054000
   196       448518      1209765     52395717     54054000
   197       478228       760692     52815080     54054000
   198       476061       903684     52674255     54054000
   199       586107      1105876     52362017     54054000
   200       368983       628503     53056514     54054000
   201       444707       444694     53164599     54054000
   202       467221       943747     52643032     54054000
   203       513944       799348     52740708     54054000
   204       620244       891797     52541959     54054000
   205       560082       962301     52531617     54054000
   206       456379       634493     52963128     54054000
   207       318969       487057     53247974     54054000
   208       383593       458844     53211563     54054000
   209       502236       463471     53088293     54054000
   210       314623       846018     52893359     54054000
   211       326228       689860     53037912     54054000
   212       318273       540084     53195643     54054000
   213       397996       641198     53014806     54054000
   214       572209       929177     52552614     54054000
   215       619198      1037482     52397320     54054000
   216       654643       916876     52482481     54054000
   217       662486       730654     52660860     54054000
   218       523174       633720     52897106     54054000
   219       634035       915559     52504406     54054000
   220       554717      1082516     52416767     54054000
   221       652682       904014     52497304     54054000
   222       680297      1023493     52350210     54054000
   223       660600       660145     52733255     54054000
   224       786945      1025381     52241674     54054000
   225       907177       958983     52187840     54054000
   226       561143       475286     53017571     54054000
   227       673875       431606     52948519     54054000
   228       739211       985182     52329607     54054000
   229       889403       738601     52425996     54054000
   230       928026       951934     52174040     54054000
   231      1006757       795114     52252129     54054000
   232       654056       508456     52891488     54054000
   233       536196       497367     53020437     54054000
   234       586293       366258     53101449     54054000
   235       718966       424623     52910411     54054000
   236       652609       912495     52488896     54054000
   237       783012       667720     52603268     54054000
   238       714410       468533     52871057     54054000
   239       937151       613201     52503648     54054000
   240       982313      1065512     52006175     54054000
   241      1045224       805308     52203468     54054000
   242       959101       829555     52265344     54054000
   243       915662       715439     52422899     54054000
   244       637027       433866     52983107     54054000
   245      1040145      1125781     51888074     54054000
   246      2098046      2604108     49351846     54054000
   247      1961621      1590424     50501955     54054000
   248      4145856      2586154     47321990     54054000
   249      2239015      1179419     50635566     54054000
   250      3188785      1990907     48874308     54054000
   251      5526361      2312779     46214860     54054000
   252      3353897      1299818     49400285     54054000
   253      2830455      1169283     50054262     54054000
   254      2580727      1466988     50006285     54054000
   255      3941311      2204048     47908641     54054000
   256      6044580      2498065     45511355     54054000
   257      4281265      2046993     47725742     54054000
   258      3870929      1772573     48410498     54054000
   259      2114530      2560294     49379176     54054000
   260      2819236      2374938     48859826     54054000
   261      2802146      2415081     48836773     54054000
   262      2613675      1362946     50077379     54054000
   263      5062615      3362043     45629342     54054000
   264      3981788      2977329     47094883     54054000
   265      3251386      1057283     49745331     54054000
   266      2738949      1399079     49915972     54054000
   267      3953940      1507018     48593042     54054000
   268      5236670      3104172     45713158     54054000
   269      6819446      2982789     44251765     54054000
   270      5333434      2788260     45932306     54054000
