 Chunk         Ties       Losses         Wins        Total
     0      3448400      1348054     49257546     54054000
     1      2067920       552348     51433732     54054000
     2      2611159      1538018     49904823     54054000
     3      3322836      3684809     47046355     54054000
     4      2421343      1413483     50219174     54054000
     5      3229949      1456783     49367268     54054000
     6      2322850       486819     51244331     54054000
     7      3463051      2660031     47930918     54054000
     8      5416705      2543676     46093619     54054000
     9      5287492      2168366     46598142     54054000
    10      3614775      3127228     47311997     54054000
    11      2885374      1172420     49996206     54054000
    12      2813299      1032186     50208515     54054000
    13      4112472       804695     49136833     54054000
    14      3997884      1100001     48956115     54054000
    15      2347357       913693     50792950     54054000
    16      2741744      1632894     49679362     54054000
    17      3297899      1076461     49679640     54054000
    18      5254632      2154217     46645151     54054000
    19      5422435      1412523     47219042     54054000
    20      6160472      2706037     45187491     54054000
    21      8466375      1987128     43600497     54054000
    22      6733303      2083759     45236938     54054000
    23      4912499      2250600     46890901     54054000
    24      5812190      1456410     46785400     54054000
    25      6143425      1930301     45980274     54054000
    26      3160955      1189701     49703344     54054000
    27      3357444       692106     50004450     54054000
    28      2812476      1056678     50184846     54054000
    29      4138104       796063     49119833     54054000
    30      3719341       658173     49676486     54054000
    31      3187612       588810     50277578     54054000
    32      6958021       776309     46319670     54054000
    33      4728906       694894     48630200     54054000
    34      3210743       738562     50104695     54054000
    35      2860530      1848748     49344722     54054000
    36      2699788       991742     50362470     54054000
    37      4903821      1808702     47341477     54054000
    38      4148157      1523455     48382388     54054000
    39      3233263       587965     50232772     54054000
    40      3473859      1032871     49547270     54054000
    41      6122083      1404196     46527721     54054000
    42      6919859      1620835     45513306     54054000
    43      5182968       983339     47887693     54054000
    44      5881777      1252267     46919956     54054000
    45      6097333      2649000     45307667     54054000
    46      8338734      1916968     43798298     54054000
    47      7194155      1808876     45050969     54054000
    48      7323561      1298296     45432143     54054000
    49     12559502      1917406     39577092     54054000
    50     10829008      1760120     41464872     54054000
    51      5241318      1066937     47745745     54054000
    52      5124129      2190353     46739518     54054000
    53      7517706      2086683     44449611     54054000
    54      5337796       972137     47744067     54054000
    55      5228637      1096724     47728639     54054000
    56     11982121      1924281     40147598     54054000
    57      6835130      1053839     46165031     54054000
    58      2487128       721779     50845093     54054000
    59      4007983       705807     49340210     54054000
    60      5443302       875632     47735066     54054000
    61      3648914       681802     49723284     54054000
    62      3028961      1430163     49594876     54054000
    63      4296444      1265927     48491629     54054000
    64      3855836       961840     49236324     54054000
    65      3411996       804729     49837275     54054000
    66      6916415      1265677     45871908     54054000
    67      4993177      1072832     47987991     54054000
    68      3997227       252657     49804116     54054000
    69      3796493       793935     49463572     54054000
    70      5213853       589369     48250778     54054000
    71      7260937      1232626     45560437     54054000
    72      8242829      1238939     44572232     54054000
    73      7724024      1002937     45327039     54054000
    74      4508557       906514     48638929     54054000
    75      2565744       806974     50681282     54054000
    76      2840313      2641242     48572445     54054000
    77      2686296       853954     50513750     54054000
    78      5333690      2266885     46453425     54054000
    79      3569120      1692128     48792752     54054000
    80      3943829       875818     49234353     54054000
    81      3503250      1368466     49182284     54054000
    82      6994015      1941168     45118817     54054000
    83      5951147      1816488     46286365     54054000
    84      5039593      1386188     47628219     54054000
    85      3552799       645722     49855479     54054000
    86      4870624       545837     48637539     54054000
    87      3623843      1025813     49404344     54054000
    88      4687496      1192256     48174248     54054000
    89      6145368      1442379     46466253     54054000
    90      8030261      1951564     44072175     54054000
    91      9983597      1800593     42269810     54054000
    92      5816486      1794162     46443352     54054000
    93      8132917      1319603     44601480     54054000
    94      3843452       810452     49400096     54054000
    95      5504632      2596356     45953012     54054000
    96      5482337      4330299     44241364     54054000
    97      6680116      3718353     43655531     54054000
    98      6197017      2990866     44866117     54054000
    99      6051359      2513819     45488822     54054000
   100      9210103      3737598     41106299     54054000
