 Chunk         Ties       Losses         Wins        Total
     0      1936077      1933884     50184039     54054000
     1      1246885       855688     51951427     54054000
     2      1490532      2036873     50526595     54054000
     3      1688331      4636590     47729079     54054000
     4      1444002      1640274     50969724     54054000
     5      1884334      1908329     50261337     54054000
     6      1508292       708511     51837197     54054000
     7      1666036      3379459     49008505     54054000
     8      2816149      3912201     47325650     54054000
     9      3008239      3475066     47570695     54054000
    10      1741039      4285874     48027087     54054000
    11      1649631      1445825     50958544     54054000
    12      1590605      1232711     51230684     54054000
    13      2204839      1126834     50722327     54054000
    14      2381892      1522563     50149545     54054000
    15      1404442      1129728     51519830     54054000
    16      1534382      1964085     50555533     54054000
    17      1756449      1377295     50920256     54054000
    18      2883667      3085464     48084869     54054000
    19      3325500      2413410     48315090     54054000
    20      3927406      3897457     46229137     54054000
    21      5495588      3406874     45151538     54054000
    22      4015785      3821710     46216505     54054000
    23      2858273      3391536     47804191     54054000
    24      3679628      2418663     47955709     54054000
    25      3491322      3558415     47004263     54054000
    26      1717104      2131725     50205171     54054000
    27      1923256      1121852     51008892     54054000
    28      1616065      1290745     51147190     54054000
    29      2346771      1139161     50568068     54054000
    30      2045774       933306     51074920     54054000
    31      1657321       761324     51635355     54054000
    32      4578309      1286495     48189196     54054000
    33      2936737      1169647     49947616     54054000
    34      1932728      1011524     51109748     54054000
    35      1635706      2297027     50121267     54054000
    36      1606371      1143108     51304521     54054000
    37      2615269      2447591     48991140     54054000
    38      2360154      2183172     49510674     54054000
    39      1685385       717012     51651603     54054000
    40      1883926      1241754     50928320     54054000
    41      3705515      1997143     48351342     54054000
    42      4188428      2594779     47270793     54054000
    43      3153985      1716554     49183461     54054000
    44      3826031      2202451     48025518     54054000
    45      3940484      3747128     46366388     54054000
    46      5553212      3241387     45259401     54054000
    47      4620081      2903261     46530658     54054000
    48      5010523      1869110     47174367     54054000
    49      8730336      3855042     41468622     54054000
    50      7378165      3839272     42836563     54054000
    51      3287673      1945860     48820467     54054000
    52      3084214      3057464     47912322     54054000
    53      4476301      3508049     46069650     54054000
    54      3219597      1573275     49261128     54054000
    55      3283772      1572558     49197670     54054000
    56      8476493      3849556     41727951     54054000
    57      4228647      2448980     47376373     54054000
    58      1503034      1239996     51310970     54054000
    59      2353607      1453110     50247283     54054000
    60      3483949      2060685     48509366     54054000
    61      2150902      1290107     50612991     54054000
    62      1646366      1931564     50476070     54054000
    63      2320317      2016001     49717682     54054000
    64      2073826      1480056     50500118     54054000
    65      1802031      1143750     51108219     54054000
    66      4226712      2488484     47338804     54054000
    67      2866734      2093345     49093921     54054000
    68      2324183       470560     51259257     54054000
    69      2067612      1161596     50824792     54054000
    70      2981988      1052001     50020011     54054000
    71      4648834      2319006     47086160     54054000
    72      5351421      2643033     46059546     54054000
    73      4917258      2200859     46935883     54054000
    74      2650935      1824880     49578185     54054000
    75      1425105      1228203     51400692     54054000
    76      1476529      3289678     49287793     54054000
    77      1497886      1155891     51400223     54054000
    78      2822710      3389174     47842116     54054000
    79      1938936      2373297     49741767     54054000
    80      2154798      1146554     50752648     54054000
