 Chunk         Ties       Losses         Wins        Total
     0      1880454      1946119     50227427     54054000
     1      1211038       867447     51975515     54054000
     2      1444665      2056743     50552592     54054000
     3      1649035      4663191     47741774     54054000
     4      1403983      1650442     50999575     54054000
     5      1839419      1924187     50290394     54054000
     6      1472858       718190     51862952     54054000
     7      1632504      3397532     49023964     54054000
     8      2753724      3953676     47346600     54054000
     9      2944503      3521359     47588138     54054000
    10      1706546      4308221     48039233     54054000
    11      1610423      1450489     50993088     54054000
    12      1554084      1240515     51259401     54054000
    13      2169133      1136250     50748617     54054000
    14      2334714      1531831     50187455     54054000
    15      1370737      1140691     51542572     54054000
    16      1497826      1973114     50583060     54054000
    17      1719339      1387081     50947580     54054000
    18      2814791      3134465     48104744     54054000
    19      3260955      2440590     48352455     54054000
    20      3856496      3937695     46259809     54054000
    21      5407585      3457279     45189136     54054000
    22      3936708      3880383     46236909     54054000
    23      2796434      3433551     47824015     54054000
    24      3619486      2455707     47978807     54054000
    25      3416464      3610336     47027200     54054000
    26      1681567      2158094     50214339     54054000
    27      1870174      1131163     51052663     54054000
    28      1579516      1297412     51177072     54054000
    29      2310139      1148688     50595173     54054000
    30      2001061       938638     51114301     54054000
    31      1619584       766702     51667714     54054000
    32      4519259      1302067     48232674     54054000
    33      2898831      1181685     49973484     54054000
    34      1884812      1018423     51150765     54054000
    35      1603358      2310353     50140289     54054000
    36      1564324      1147246     51342430     54054000
    37      2569876      2466253     49017871     54054000
    38      2317128      2200490     49536382     54054000
    39      1648056       720817     51685127     54054000
    40      1837186      1250069     50966745     54054000
    41      3657463      2015267     48381270     54054000
    42      4117452      2635623     47300925     54054000
    43      3107141      1738814     49208045     54054000
    44      3746637      2231881     48075482     54054000
    45      3860503      3786077     46407420     54054000
    46      5455628      3294998     45303374     54054000
    47      4525019      2942859     46586122     54054000
    48      4925519      1889148     47239333     54054000
    49      8598727      3936635     41518638     54054000
    50      7232246      3929645     42892109     54054000
    51      3221313      1988823     48843864     54054000
    52      3024049      3097812     47932139     54054000
    53      4395187      3564040     46094773     54054000
    54      3176535      1589047     49288418     54054000
    55      3222425      1595732     49235843     54054000
    56      8354922      3936850     41762228     54054000
    57      4145082      2504609     47404309     54054000
    58      1470367      1265009     51318624     54054000
    59      2312806      1480292     50260902     54054000
    60      3421876      2111530     48520594     54054000
    61      2098948      1309049     50646003     54054000
    62      1607922      1944522     50501556     54054000
    63      2277232      2033878     49742890     54054000
    64      2027931      1492856     50533213     54054000
    65      1761265      1155725     51137010     54054000
    66      4151483      2527325     47375192     54054000
    67      2813681      2124765     49115554     54054000
    68      2270281       477775     51305944     54054000
    69      2024648      1172326     50857026     54054000
    70      2928229      1070131     50055640     54054000
    71      4564873      2352106     47137021     54054000
    72      5259022      2696174     46098804     54054000
    73      4841059      2247592     46965349     54054000
    74      2599120      1856557     49598323     54054000
    75      1381232      1241910     51430858     54054000
    76      1440634      3306484     49306882     54054000
    77      1458454      1164081     51431465     54054000
    78      2763591      3423664     47866745     54054000
    79      1892724      2393391     49767885     54054000
    80      2110647      1155005     50788348     54054000
    81      1769936      1813300     50470764     54054000
    82      4121259      3128583     46804158     54054000
    83      3544292      3098987     47410721     54054000
    84      2885807      2572645     48595548     54054000
    85      1937549       860160     51256291     54054000
    86      2820675       806931     50426394     54054000
    87      2076941      1387886     50589173     54054000
    88      2457840      1692066     49904094     54054000
    89      3652364      2446766     47954870     54054000
    90      5141415      3150456     45762129     54054000
    91      6544408      3555873     43953719     54054000
    92      3411752      2955742     47686506     54054000
    93      5171308      2595964     46286728     54054000
    94      2242410      1647293     50164297     54054000
    95      2906973      3999473     47147554     54054000
    96      2799189      5734035     45520776     54054000
    97      3399780      5400311     45253909     54054000
    98      3235500      4326559     46491941     54054000
    99      3233883      3465187     47354930     54054000
   100      5034917      5965892     43053191     54054000
   101      4467212      5624124     43962664     54054000
   102      3315157      2148464     48590379     54054000
   103      3498785      2852178     47703037     54054000
   104      2879350      3448575     47726075     54054000
   105      4187773      4623726     45242501     54054000
   106      6442936      6562377     41048687     54054000
   107      6630427      5751558     41672015     54054000
   108      4297793      4424630     45331577     54054000
   109      2555952      4549797     46948251     54054000
   110      3122798      4048436     46882766     54054000
   111      4234935      6562744     43256321     54054000
   112      3755637      2514311     47784052     54054000
   113      3348537      3468027     47237436     54054000
   114      7393788      6597435     40062777     54054000
   115      4173204      3503692     46377104     54054000
   116      4938928      1933462     47181610     54054000
   117      3074279      3112208     47867513     54054000
   118      4307598      3418842     46327560     54054000
   119      6785366      5571071     41697563     54054000
   120     10421552      6476518     37155930     54054000
   121      5997966      4585131     43470903     54054000
   122      3180637      3075368     47797995     54054000
   123      2164678      3440787     48448535     54054000
   124      2207570      1882470     49963960     54054000
   125      3859496      3627920     46566584     54054000
   126      2668867      1661202     49723931     54054000
   127      3462156      3240206     47351638     54054000
   128      5461667      4146053     44446280     54054000
   129      2929273      2239833     48884894     54054000
   130      1764613      2489724     49799663     54054000
   131      2376933      2884676     48792391     54054000
   132      2285504      2075233     49693263     54054000
   133      2115949      1656542     50281509     54054000
