0	0	590488156
0	1	590714571
0	2	789208871
0	3	789455681
0	4	1747898458
0	5	2745779714
0	6	3282447704
0	7	3315082378
0	8	4051028512
0	9	5368044278
0	10	5839269594
0	11	6849671386
0	12	7346647198
0	13	7647483128
0	14	8787825957
0	15	8861923289
0	16	9890938954
0	17	11096101128
0	18	12146664380
0	19	13233641654
0	20	13239398165
0	21	14144817436
0	22	15794610109
0	23	16973125817
0	24	17038518511
0	25	18127363604
0	26	20946538041
0	27	21075057634
0	28	21196999033
0	29	21446065751
0	30	22146288982
0	31	22579719765
0	32	23495926157
0	33	24497597716
0	34	25751203324
0	35	30122146141
0	36	30137694669
0	37	30855303304
0	38	32178965913
0	39	32190674829
0	40	34197125941
0	41	34397932479
0	42	37685949031
0	43	38230458789
0	44	38463097663
0	45	39378984621
0	46	39407232965
0	47	43370978981
0	48	43408772819
0	49	43947373658
0	50	44539183621
0	51	45334995495
0	52	45956946543
0	53	46958309566
0	54	48589550010
0	55	49135025325
0	56	49240377070
0	57	50940099184
0	58	51609104679
0	59	52687631551
0	60	53133114571
0	61	53891792805
0	62	54830167010
0	63	56306449550
0	64	56859974621
0	65	57498593379
0	66	57783725384
0	67	59466939447
0	68	59614407018
0	69	60596261363
0	70	60652226030
0	71	63939740349
0	72	67146313720
0	73	67257395981
0	74	67370011349
0	75	68538564774
0	76	69106069691
0	77	70152521590
0	78	70200750548
0	79	70515627510
0	80	71272794295
0	81	72342098187
0	82	72834139978
0	83	73113062786
0	84	73161987572
0	85	73363812218
0	86	73662454920
0	87	74377577279
0	88	74425368176
0	89	74616221773
0	90	76922217036
0	91	78993642551
0	92	79010779274
0	93	79106277580
0	94	80091162466
0	95	80242991301
0	96	80990798544
0	97	81192526958
0	98	81304102273
0	99	83580264643
1	0	34258815369
1	1	34258815501
1	2	34258817057
1	3	34258817063
1	4	34258819577
1	5	34258819583
1	6	34258833023
1	7	34258835627
1	8	34258836062
1	9	34258838080
1	10	34258838086
1	11	34258838255
1	12	34258838555
1	13	34258839122
1	14	34258840088
1	15	34258841603
1	16	34258843086
1	17	34258843088
1	18	34258843643
1	19	34258844783
1	20	34258847303
1	21	34258860738
1	22	34258863286
1	23	34258863452
1	24	34258864325
1	25	34258865291
1	26	34258868822
1	27	34259694501
1	28	34259697752
1	29	34259697755
1	30	34259701352
1	31	34261007237
1	32	34261010492
1	33	34261011200
1	34	34261011203
1	35	34263259493
1	36	34263262367
1	37	34263262745
1	38	34263263448
1	39	34266957138
1	40	34266960035
1	41	34266960737
1	42	34329590297
1	43	34329590303
1	44	34421482097
1	45	34421482103
1	46	34421485352
1	47	34421485355
1	48	34421486058
1	49	34421486063
1	50	34421488952
1	51	34565553023
1	52	34565556980
1	53	34565556983
1	54	34565559875
1	55	34785322223
1	56	34785325097
1	57	34785326180
1	58	34785329072
1	59	34785329075
1	60	35112534137
1	61	35112534141
1	62	35112537017
1	63	35112537392
1	64	35112538103
1	65	35112540992
1	66	35112541697
1	67	38757612437
1	68	46532397660
1	69	46639840335
1	70	46788934354
1	71	46788934587
1	72	46788934911
1	73	46788941553
1	74	46788941555
1	75	46788941685
1	76	46788942275
1	77	46788942405
1	78	46789143855
1	79	46789144845
1	80	46789418415
1	81	46895424315
1	82	46895425215
1	83	46895425305
1	84	47137985295
1	85	47356125675
1	86	47356126665
1	87	47612665175
1	88	47612665965
1	89	47612872365
1	90	47613146430
1	91	47613146925
1	92	47613566760
1	93	47613566850
1	94	47719152330
1	95	47815200105
1	96	47961712320
1	97	48179853600
1	98	48179854185
1	99	53412682535
2	0	114820139
2	1	1216011077
2	2	1272879463
2	3	1496869142
2	4	2893011968
2	5	3631493994
2	6	3910429885
2	7	5217544448
2	8	5303680497
2	9	5332329150
2	10	5433802066
2	11	6028025761
2	12	6535486520
2	13	6632134163
2	14	6930672510
2	15	8726793287
2	16	12061781090
2	17	12771627662
2	18	13358711824
2	19	13388198027
2	20	13481494462
2	21	15764389119
2	22	16732689681
2	23	16824628482
2	24	20806936236
2	25	21858365890
2	26	22190461568
2	27	22715284129
2	28	22748645910
2	29	26757713929
2	30	27290165153
2	31	28489304746
2	32	29123513401
2	33	29323670734
2	34	29787977079
2	35	30250018056
2	36	32868557045
2	37	33703130621
2	38	34922689315
2	39	35355084532
2	40	35795798028
2	41	36236438967
2	42	36559163658
2	43	37003586141
2	44	37849887292
2	45	38062310079
2	46	38870347556
2	47	39351939031
2	48	39784854734
2	49	39832329555
2	50	40918661318
2	51	42536036339
2	52	43216565110
2	53	43918178394
2	54	45701386025
2	55	46069168918
2	56	46565673976
2	57	47179314806
2	58	47332089323
2	59	47495142064
2	60	48718461010
2	61	48835080923
2	62	50135009319
2	63	51116620548
2	64	51228374071
2	65	52738612542
2	66	53444097075
2	67	54403665363
2	68	54935437241
2	69	55573275740
2	70	55719882827
2	71	55794561705
2	72	58608318597
2	73	59403251616
2	74	61912604474
2	75	62029969345
2	76	62427730814
2	77	62902309668
2	78	63901654724
2	79	66032449219
2	80	66115845342
2	81	67803727608
2	82	69563247726
2	83	70379125358
2	84	71863387884
2	85	72434234519
2	86	74628976050
2	87	75215070886
2	88	76837633812
2	89	77868064552
2	90	78092369604
2	91	79615532818
2	92	79738554284
2	93	81148955820
2	94	81260834179
2	95	82350062317
2	96	82644497205
2	97	83550061212
2	98	84726605388
2	99	86031314869
3	0	1818014801
3	1	3227284817
3	2	3830829087
3	3	3959052827
3	4	4072115082
3	5	4305499417
3	6	4367437993
3	7	4470558334
3	8	6837909509
3	9	9539357716
3	10	9725452768
3	11	10736878804
3	12	12772839622
3	13	14906284217
3	14	14912608644
3	15	14951812091
3	16	14967851216
3	17	14987063675
3	18	15041521291
3	19	15076582084
3	20	15416441009
3	21	15418690079
3	22	15419910887
3	23	16027211009
3	24	16621007741
3	25	18312192648
3	26	18317271780
3	27	22712111943
3	28	24908437773
3	29	24992690822
3	30	25013692755
3	31	25959349589
3	32	25976773460
3	33	26120665109
3	34	26374345452
3	35	26432113971
3	36	27152845327
3	37	27707136462
3	38	28024871404
3	39	30026065208
3	40	32013907546
3	41	32022101015
3	42	32281033291
3	43	32621525529
3	44	33417629470
3	45	33744579246
3	46	34232164699
3	47	34565169529
3	48	34652236679
3	49	35198282424
3	50	37186624545
3	51	38220980290
3	52	38450626371
3	53	38825880983
3	54	39138445973
3	55	39293340065
3	56	39317668180
3	57	39355980004
3	58	39393666141
3	59	39495088030
3	60	39581736765
3	61	51460821967
3	62	52004666603
3	63	54417897056
3	64	57594130545
3	65	58199993578
3	66	59038244729
3	67	59561181428
3	68	60074317965
3	69	60316856131
3	70	60833755377
3	71	61522454924
3	72	62254117150
3	73	65185659473
3	74	65723319310
3	75	66348907133
3	76	66659480115
3	77	69661542012
3	78	71495493477
3	79	71516438030
3	80	72308643973
3	81	74921711289
3	82	75082402483
3	83	75139806141
3	84	75164636537
3	85	75177866450
3	86	75209097860
3	87	75456597828
3	88	75474880655
3	89	75711657472
3	90	75757582143
3	91	75999209404
3	92	76132140565
3	93	81205006552
3	94	81369783525
3	95	82015188999
3	96	82074078512
3	97	82094494492
