0	3612778872
1	312
2	73174094910
3	1647841635
4	3069260405
5	782257102
6	972990691
7	450196211
8	432702386
9	284419828
10	249301394
11	185287854
12	158289557
13	129443697
14	111026741
15	104314183
16	87183872
17	95445771
18	75003219
19	76387923
20	61083959
21	53926799
22	44338768
23	35236155
24	32161437
25	26825757
26	24084765
27	19432692
28	17219455
29	14844149
30	13272309
31	12901672
32	10517495
33	10296418
34	9545957
35	9071977
36	8008524
37	8619313
38	6071242
39	5664233
40	5398589
41	6024842
42	5705287
43	6540548
44	4549702
45	4556200
46	4120600
47	4483968
48	3952000
49	5138143
50	3783269
51	5652068
52	3361680
53	2520796
54	1944216
55	2177178
56	1483907
57	1177918
58	951814
59	1029872
60	919645
61	1271454
62	823208
63	1023200
64	624304
65	545027
66	273035
67	236241
68	251224
69	341791
70	157390
71	207984
72	168031
73	83172
74	39443
75	28275
76	106124
77	276585
78	364906
79	762146
80	765711
81	811087
82	590411
83	817028
84	222781
85	230751
86	107195
87	65318
88	55613
89	20509
90	14764
91	6205
92	4196
93	3692
94	6195
95	2458
96	1753
97	408
98	24
