0	4146068
1	2483531
2	3466701
3	4534901
4	3068513
5	4225154
6	2721461
7	5343368
8	7202934
9	6787454
10	5013014
11	3742873
12	3791414
13	5604485
14	4929214
15	3009097
16	3783667
17	4774038
18	7054992
19	6342046
20	7558305
21	10154141
22	8241247
23	6389533
24	7595050
25	7901469
26	4257111
27	4204569
28	3758932
29	5621974
30	4841680
31	4472934
32	8240792
33	6236559
34	3821497
35	3845964
36	3481267
37	6622240
38	5325357
39	4489739
40	4690870
41	7203435
42	8454873
43	6609187
44	6882240
45	7500837
46	10130470
47	8713035
48	8707399
49	14435485
50	12778800
51	6277990
52	6709991
53	10026136
54	7009886
55	6875604
56	14102465
57	8635393
58	3192585
59	5158903
60	6656757
61	4567428
62	4082399
63	5718306
64	5090044
65	4697774
66	8333787
67	6574467
68	5116346
69	4963043
70	6572859
71	8796638
72	10051366
73	9793739
74	5658264
75	3099576
76	3978806
77	3498524
78	6993236
79	4688153
80	5166498
81	4776707
82	8309279
83	7456451
84	6560144
85	4601462
86	6139426
87	4659507
88	5975656
89	7348302
90	9725365
91	11687500
92	7588218
93	10112377
94	4842295
95	7127193
96	7421920
97	9048716
98	8241779
99	7913515
100	11743452
101	11095543
102	8058998
103	8656418
104	8170115
105	10662313
106	14666642
107	15187760
108	9673525
109	6843765
110	7735952
111	11223054
112	8967025
113	8585257
114	14949017
115	9595610
116	10782605
117	7705650
118	10668524
119	13660340
120	19138920
121	13343481
122	7060418
123	5668430
124	5200217
125	8043987
126	5704325
127	7511980
128	10721732
129	5867628
130	4217601
131	5883218
132	5266663
133	5017988
134	8617533
135	7066673
136	5365950
137	5245136
138	7015739
139	8930873
140	10361257
141	10310775
142	5539901
143	7863280
144	5181807
145	6862618
146	6621305
147	10079375
148	6851360
149	8587802
150	11029155
151	7564901
152	10061869
153	10635000
154	6770497
155	3842040
156	3687426
157	3633342
158	6154032
159	5177292
160	4515171
161	4326162
162	6902837
163	8171665
164	6608489
165	4168533
166	5716703
167	5508557
168	5199451
169	7194890
170	8741833
171	11305641
172	7007306
173	9460468
174	6249756
175	5223453
176	5548454
177	7079462
178	8378606
179	6146088
180	5607314
181	6906507
182	8443553
183	7701955
184	8740771
185	10737693
186	10798777
187	11768239
188	8954463
189	11388787
190	10453454
191	12338575
192	5747319
193	6778798
194	1391952
195	1395853
196	1540821
197	1556423
198	1566946
199	1727151
200	1176550
201	1602385
202	1566352
203	1865793
204	1729204
205	1661083
206	1360802
207	1268688
208	1746750
209	1991223
210	1354698
211	1557877
212	1506648
213	1646218
214	1844792
215	2147165
216	2214304
217	2248590
218	1672953
219	1770024
220	1368771
221	1577343
222	1730256
223	1633712
224	1925829
225	1864536
226	1317276
227	1724477
228	1851759
229	2072036
230	1887639
231	1950026
232	1393394
233	1473914
234	1713225
235	1824863
236	1728267
237	1916508
238	1826513
239	1986917
240	2272170
241	2352260
242	2264417
243	2379383
244	1532001
245	2220557
246	4435220
247	4214406
248	7037148
249	4549150
250	5952796
251	8902094
252	6127062
253	5313269
254	5324176
255	6975949
256	9376684
257	8384242
258	6924281
259	4329343
260	5572553
261	5710379
262	5023512
263	8642921
264	7454328
265	5910856
266	5018764
267	7014332
268	8884918
269	10813575
270	9336331
271	7343496
272	6625371
273	6315343
274	6069694
275	7212424
276	9303550
277	6676308
278	8489765
279	9772966
280	7345315
281	9449757
282	11516617
283	5026766
284	7169909
285	7660702
286	5733991
287	5629198
288	7348793
289	8720797
290	7772038
291	7033372
292	9625523
293	4788770
294	734616
295	735669
296	724503
297	795157
298	522938
299	481156
300	551267
301	612356
302	792181
303	2463273
304	4429703
305	5293002
306	3167388
307	4026850
308	4848784
309	6760766
310	3844115
311	5158638
312	6374084
313	9196523
314	7863482
315	4083079
316	5284817
317	7022130
318	4924504
319	6984500
320	7175131
321	11630469
322	9144552
323	8382733
324	9157459
325	5706317
326	5136617
327	6893678
328	7013800
329	8503448
330	4813520
331	6842999
332	6257141
333	9196608
334	6592444
335	9065341
336	8350274
337	12647753
338	6907633
339	10174266
340	9838022
341	13830570
342	4617867
343	6580831
344	5441067
345	7452083
346	7164725
347	10812601
348	7588855
349	11326459
350	11408514
351	4939884
352	7076986
353	7342917
354	10507845
355	8065506
356	11451053
357	13031676
358	2399182
359	1100190
360	1009100
361	1185321
362	819920
363	1076658
364	1365907
365	998263
366	1453353
367	1362323
368	1595148
369	1227580
370	1515661
371	1613141
372	1772122
373	4532879
374	5858507
375	6772197
376	2631
377	2868
378	9397
379	8924
380	0
381	3586
382	3395
383	4566
384	144
385	0
386	247
387	997
388	988
389	7774
390	14853
391	3074
392	762
393	0
394	0
395	0
396	1322459
397	1772629
398	1745001
399	1769368
400	1895762
401	1465951
402	4252
403	867
404	971
405	11789
406	299193
407	0
408	0
409	0
410	0
411	0
412	0
413	90
414	3
415	81730
416	664
417	103
418	188
419	1679
420	858807
421	1184691
422	993683
423	4741
424	6062
425	10492
426	10025
427	0
428	3466
429	4923
430	5008
431	249
432	0
433	731
434	845
435	2312
436	10269
437	15470
438	3758
439	1121
440	0
441	0
442	0
443	1565619
444	2113170
445	2196105
446	2017804
447	2201977
448	1661263
449	5741
450	1521
451	2125
452	36315
453	310133
454	0
455	0
456	0
457	0
458	0
459	0
460	495
461	230
462	108
463	202
464	105423
465	71095
466	224
467	806363
468	1471347
469	1995022
470	2627864
471	4427560
472	5611175
473	4874617
474	3935645
475	7847018
476	6162494
477	5164979
478	3746662
479	5447012
480	8077272
481	8765668
482	8601239
483	5462638
484	6549067
485	3876445
486	5347039
487	5154694
488	5753720
489	693378
490	751450
491	679220
492	663862
493	2952282
494	4661346
495	5923332
496	5617090
497	5105431
498	9072042
499	7303745
500	6210581
501	5438372
502	7432384
503	8853205
504	11029721
505	10538681
506	6440459
507	6965028
508	5920302
509	6336431
510	7295757
511	9590779
512	8618974
513	11199049
514	13015617
515	9702026
516	11576258
517	13050884
518	7746697
519	7086366
520	8629500
521	6790531
522	5339172
523	7472964
524	8363097
525	8153750
526	8280224
527	11598976
528	5733078
529	1928483
530	2021494
531	1739317
532	2283786
533	1789160
534	1892201
535	1924414
536	2036456
537	2291019
538	5669402
539	8041938
540	8073436
541	8514327
542	7690296
543	2320099
544	4249771
545	6578726
546	7132790
547	10080244
548	6718728
549	8138006
550	8692569
551	7907909
552	10301556
553	1258789
554	1358402
555	3333365
556	6831
557	2753
558	7240
559	861477
560	1562133
561	23442
562	13728
563	626917
564	8830
565	2756
566	7708
567	1496838
568	1334554
569	0
570	28407
571	2193536
572	6678711
573	7943624
574	5064303
575	3027422
576	3074930
577	3744861
578	4670879
579	6721280
580	3783954
581	4880604
582	6098241
583	9374676
584	7629163
585	4736713
586	4968637
587	6821818
588	4820276
589	6477514
590	7446293
591	10058095
592	10895142
593	8313785
594	9677547
595	5851673
596	4581245
597	6447085
598	6284583
599	9202195
600	4690641
601	6393960
602	6490505
603	9214553
604	7437566
605	10181581
606	9772732
607	13695444
608	7970421
609	10261220
610	11326217
611	14870552
612	6339181
613	7373554
614	6070806
615	5692806
616	6830135
617	8939413
618	6941722
619	7642079
620	9371708
621	4500733
622	5379215
623	6685873
624	8316057
625	6942443
626	8107598
