0	0	4504149922
0	1	5012257773
0	2	5239487297
0	3	14889499777
0	4	18047819256
0	5	20296587257
0	6	27333146363
0	7	27916991599
0	8	28138374096
0	9	28235790997
0	10	32787249805
0	11	34515394822
0	12	34849355305
0	13	49866035190
0	14	57314926604
0	15	58319323242
0	16	59160869199
0	17	64853090719
0	18	68197928454
0	19	76450633797
0	20	78201469904
0	21	80457013650
0	22	83554917397
0	23	84310688711
0	24	88348373548
0	25	99293885735
0	26	100306429062
0	27	101581457951
0	28	102200713481
0	29	106199507516
0	30	106879869441
0	31	109869488189
0	32	115667691238
0	33	118086704810
0	34	118899838531
0	35	119336505548
0	36	120087931448
0	37	121651363015
0	38	132573248508
0	39	144983822489
0	40	146770999258
0	41	151406461067
0	42	159303017935
0	43	164680074370
0	44	168040825741
0	45	171750687261
0	46	185841355807
0	47	190102312662
0	48	191756473913
0	49	194476848107
0	50	198604119411
0	51	201060892074
0	52	202255905512
0	53	205508413127
0	54	206043101703
0	55	208948309171
0	56	210026820916
0	57	211437670330
0	58	214917321559
0	59	214994793665
0	60	215213601148
0	61	215644538344
0	62	217203912160
0	63	219014975906
0	64	219629357151
0	65	220106433896
0	66	223012886255
0	67	223085525522
0	68	225108529552
0	69	228702812079
0	70	231882870036
0	71	234201232045
0	72	244093906757
0	73	247833650878
0	74	248459380772
0	75	248596707754
0	76	249682464282
0	77	254341711436
0	78	266818259437
0	79	273850572869
0	80	276286649249
0	81	276749062177
0	82	280763662725
0	83	292093385511
0	84	293206054352
0	85	294313063604
0	86	294338372706
0	87	295112654872
0	88	297536208551
0	89	301775947097
0	90	304008212539
0	91	305581573227
0	92	316391960400
0	93	322103067122
0	94	343643214386
0	95	373223913599
0	96	381589773635
0	97	386868604010
0	98	393313336915
0	99	400320578575
1	0	19301938827
1	1	19301938967
1	2	19302149085
1	3	19303466415
1	4	19342040074
1	5	19342040447
1	6	19342040631
1	7	19342044754
1	8	19342045311
1	9	19342521390
1	10	19344669125
