0	16442465774
1	648
2	340787248692
3	6233063774
4	16766295470
5	2943252774
6	5170868910
7	1778050346
8	2255991948
9	1120004870
10	1256590284
11	742168062
12	799782640
13	522574214
14	551948426
15	420156726
16	425184788
17	390249730
18	363909430
19	312081938
20	293424850
21	223458540
22	212726848
23	146284110
24	152302136
25	111170764
26	113858244
27	80359140
28	83635094
29	61035316
30	63977814
31	53281470
32	50670446
33	43625384
34	46200530
35	36939246
36	38328946
37	35774150
38	29350904
39	23931718
40	24872906
41	23792994
42	28663604
43	25840522
44	23209514
45	18686532
46	19291796
47	19060266
48	18699696
49	20526094
50	18274032
51	22791392
52	17259146
53	10289742
54	9627996
55	8591964
56	7322838
57	4763038
58	4901144
59	4055040
60	4582356
61	5232266
62	4207854
63	4426748
64	3099496
65	2334904
66	1296812
67	979454
68	1165626
69	1392610
70	756858
71	905842
72	790472
73	348348
74	219874
75	119318
76	415840
77	1280746
78	1322180
79	3068708
80	3278260
81	3161144
82	2943732
83	3490754
84	1249740
85	950256
86	560010
87	272504
88	307066
89	89170
90	72946
91	21748
92	18560
93	11044
94	27556
95	8170
96	9570
97	1938
98	170
